Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Nepal Stock Exchange Limited,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
5,Butwal Spinning Mills Limited,,BSM,1306693,100,,,,130.67,0,0,,0,18,18,18,,0,,0,,,23.52
6,Fleur Himalayan Limited,,FHL,262102,75,,,,19.66,0,0,,0,75,75,75,,0,,0,,,19.66
7,Gorakhkali Rubber Udhyog Limited,,GRU,3833400,75,,,,287.5,0,0,,0,38,38,38,,0,,0,,,145.67
8,Harisiddhi Brick And Tiles Limited,,HBT,18650000,10,,,,186.5,0,0,,0,4,4,4,,0,,0,,,74.6
9,Himalayan Distillery Limited,,HDL,8677025,100,,,,867.7,7401311,28045.1,,110092,5916,1595,5512,,3789.21,,245,,,47827.76
10,Jyoti Sinning Mills Limited,,JSM,1270288,100,,,,127.03,0,0,,0,27,27,27,,0,,0,,,34.3
11,Nepal Bitumin And Barrel Udhyog Limited,,NBBU,210680,100,,,,21.07,0,0,,0,64,64,64,,0,,0,,,13.48
12,Nepal Khadya Udhyog Limited,,NKU,90000,100,,,,9,0,0,,0,32,32,32,,0,,0,,,2.88
13,Nepal Lube Oil Limited,,NLO,269439,100,,,,26.94,204,0.05,,12,316,187,316,,227.82,,12,,,85.14
14,Nepal Vanaspati Ghee Udhyog Limited,,NVG,101250,100,,,,10.13,0,0,,0,300,300,300,,0,,0,,,30.38
15,Raghupati Jute Mills Limited,,RJM,1806966,100,,,,180.7,0,0,,0,100,100,100,,0,,0,,,180.7
16,SHIVAM CEMENTS LTD,,SHIVM,44000000,100,,,,4400,17483750,21063.26,,134647,1720,559,1458,,1204.73,,246,,,64152
17,Shree Bhrikuti Pulp And Paper Limited,,SBPP,3500000,100,,,,350,0,0,,0,50,50,50,,0,,0,,,175
18,Shree Ram Sugar Mills Limited,,SRS,3045990,100,,,,304.6,2870,0.85,,23,338,266,338,,295.2,,4,,,1029.54
19,Unilever Nepal Limited,,UNL,920700,100,,,,92.07,22330,440.58,,1650,23378,17421,19395,,19730.48,,220,,,17856.98
,Grand Total,,,91818763,,,,,7401.009999999999,24980720,50220.479999999996,,250469,,,,,,,,,,147671.63
,,,,,,,,,,,,,,,,,,,,,,,
Microfinance,,,,,,,,,,,,,,,,,,,,,,,
S.N. ,Company Name,,Symbol,"No. of Listed
Shares",Paid Up per Share,,,,"Paid Up Capital
(In Million)",Traded Share Quantity,"Traded Amount Rs.
(In Million)",,No. Of Trades,High,Low,Close,,Average,,"No. Of Trading
Days",,,"Market Capitalisation
(In Million)"
1,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,ACLBSL,2867631,100,,,,286.76,1337788,1914.43,,35319,1938,433.64,1574,,1431.04,,168,,,4513.65
2,ADHIKHOLA LAGHUBITTA BITTIYA SANSTHA LIMITED,,AKBSL,1000000,100,,,,100,0,0,,0,465,465,465,,0,,0,,,465
3,Arambha Microfinance Bittiya Sanstha Ltd.,,AMFI,0,100,,,,0,0,0,,0,492.64,492.64,492.64,,0,,0,,,0
4,Asha Laghubitta Bittiya Sanstha Ltd,,ALBSL,2671312,100,,,,267.13,1839746,2457.84,,34239,1978,631,1859,,1335.97,,246,,,4965.97
5,Chhimek Laghubitta Bikas Bank Limited,,CBBL,18300000,100,,,,1830,9766715,15160.52,,96459,1884,1001,1738,,1552.26,,246,,,31805.4
6,Civil Laghubitta Bittiya Sanstha Ltd.,,CLBSL,2421214,100,,,,242.12,2757859,3239.45,,33293,1774,632,1700,,1174.62,,244,,,4116.06
7,Deprosc Laghubitta Bittiya Sanstha Limited,,DDBL,11562486,100,,,,1156.25,8157138,13085.42,,99267,2420,797,1686,,1604.17,,246,,,19494.35
8,First Micro Finance Development Bank Ltd.,,FMDBL,8768112,100,,,,876.81,11219615,8238.88,,86390,952,497,823,,734.33,,246,,,7216.16
9,Forward Community Microfinance Bittiya Sanstha Ltd.,,FOWAD,6255193,100,,,,625.52,1966119,5001.27,,34611,3530,1472,2770,,2543.73,,246,,,17326.88
10,Ganapati Microfinance Bittiya Sanstha Limited,,GMFBS,1273568,100,,,,127.36,695130,996.67,,16002,1996,736,1780,,1433.8,,245,,,2266.95
11,Ghodighoda Laghubitta Bittiya Sanstha Ltd.,,GGBSL,276250,100,,,,27.63,40478,33.44,,1784,1019,754,830,,826.13,,75,,,229.29
12,Global IME Laghubitta Bittiya Sanstha Ltd.,,GILB,4317105,100,,,,431.71,1937037,4126.26,,28924,3191,1130,2815,,2130.19,,245,,,12152.65
13,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,,GBLBS,9825000,100,,,,982.5,10072774,9510.49,,98460,1375,455,1225,,944.18,,246,,,12035.63
14,Gurans Laghubitta Bittiya Sanstha Limited,,GLBSL,834000,100,,,,83.4,633040,867.33,,14458,2245,663,1900,,1370.1,,245,,,1584.6
15,Infinity Laghubitta Bittiya Sanstha Limited,,ILBS,2606500,100,,,,260.65,1564832,2165.85,,33364,1960,686,1865,,1384.08,,246,,,4861.12
16,Janautthan Samudayic Laghubitta Bikas Bank Ltd.,,JSLBB,1183248,100,,,,118.32,817312,2741.15,,21196,5500,1298,3381,,3353.85,,246,,,4000.56
17,Kalika Microcredit Development Bank Ltd.,,KMCDB,2775630,100,,,,277.56,2354906,2763.89,,38249,1600,710,1431,,1173.67,,242,,,3971.93
18,Kisan Lagubitta Bittiya Sanstha Limited,,KLBSL,3928088,100,,,,392.81,627315,919.96,,10521,2042,669.62,1740,,1466.51,,205,,,6834.87
19,Laxmi Laghubitta Bittiya Sanstha Ltd.,,LLBS,3200450,100,,,,320.05,1641679,3115.82,,17521,2574,1060,2290,,1897.95,,245,,,7329.03
20,Mahila Lagubitta Bittiya Sanstha Limited,,MLBSL,1000000,100,,,,100,393206,1874.28,,24098,5749,438,4870,,4766.65,,82,,,4870
21,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,,MSMBS,1464100,100,,,,146.41,229981,199.06,,3689,1259,640,1145,,865.54,,126,,,1676.39
22,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,,MSLB,2239440,100,,,,223.94,467301,1033.69,,9560,3131,895,2180,,2212.05,,148,,,4881.98
23,Mero Microfinance Bittiya Sanstha Ltd.,,MERO,10000000,100,,,,1000,5593650,6600.73,,53943,1989,596,1546,,1180.04,,246,,,15460
24,Mirmire Microfinance Development Bank Ltd.,,MMFDB,4350713,100,,,,435.07,2544564,3648.07,,27017,1895,620,1850,,1433.67,,241,,,8048.82
25,Mithila LaghuBitta Bittiya Sanstha Limited,,MLBBL,1363498,100,,,,136.35,1285800,2182.01,,18021,2540,691,2345,,1697,,245,,,3197.4
26,Nadep Laghubittiya bittya Sanstha Ltd.,,NADEP,4048000,100,,,,404.8,993082,795.38,,13125,1083,573,1039,,800.92,,113,,,4205.87
27,NagBeli LaghuBitta Bikas Bank Ltd.,,NBBL,0,100,,,,0,0,0,,0,466.67,466.67,466.67,,0,,0,,,0
28,National Microfinance Bittiya Sanstha Ltd.,,NMFBS,3194948,100,,,,319.49,897241,2588.61,,19950,4080,1480,3603,,2885.08,,244,,,11511.4
29,Nepal Agro Laghubitta Bittiya Sanstha Limited,,NAGRO,652587,100,,,,65.26,0,0,,0,626.09,549,549,,0,,0,,,358.27
30,Nepal Seva Laghubitta Bittiya Sanstha Ltd.,,NSEWA,615000,100,,,,61.5,90275,67.25,,2828,905,655,831,,744.99,,100,,,511.06
31,Nerude Laghubita Bikas Bank Limited,,NLBBL,4938776,100,,,,493.88,4511404,6132.73,,28841,1885,655,1600,,1359.38,,245,,,7902.04
32,NIC ASIA Laghubitta Bittiya Sanstha Limited,,NICLBSL,17394400,100,,,,1739.44,3896614,5861.25,,174410,2037,542,1545,,1504.19,,94,,,26874.35
33,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,,NUBL,16950000,100,,,,1695,6399955,9716.16,,45183,1919,906,1600,,1518.16,,246,,,27120
34,NMB  Microfinance Bittiya Sanstha Ltd.,,NMBMF,5398048,100,,,,539.8,2718270,3377.11,,32461,1661,702,1429,,1242.37,,246,,,7713.81
35,RMDC Laghubitta Bittiya Sanstha Ltd.,,RMDC,10342220,100,,,,1034.22,5903882,6684.53,,47202,1457,680,1373,,1132.23,,246,,,14199.87
36,RSDC Laghubitta Bittiya Sanstha Ltd.,,RSDC,7319597,100,,,,731.96,5283516,3990.22,,59431,1040,456,867,,755.22,,245,,,6346.09
37,SABAIKO LAGHUBITTA BITTIYA SANSTHA LIMITED,,SABSL,2060273,100,,,,206.03,1218328,1725,,24877,2002,699,1815,,1415.87,,246,,,3739.4
38,Sadhana Laghubitta Bittiya Sanstha Limited,,SDLBSL,2569804,100,,,,256.98,1627914,2198.08,,47602,2079,390,1682,,1350.24,,232,,,4322.41
39,Samata Gharelu Laghubitta Bittiya Sanstha Limited,,SMATA,2856202,100,,,,285.62,330148,562.21,,6062,2048,550,1655,,1702.91,,52,,,4727.01
40,Samudayik Laghubitta Bittiya Sanstha Limited,,SLBSL,1320000,100,,,,132,697467,868.51,,15780,1734,745,1518,,1245.23,,245,,,2003.76
41,Sana Kisan Bikas Bank Ltd,,SKBBL,12515310,100,,,,1251.53,3964687,6319.78,,40997,1880,1181,1640,,1594.02,,246,,,20525.11
42,Sarathi Nepal Laghubitta Bittiya Sanstha Limited,,SNLB,2545187,100,,,,254.52,1084792,1538.01,,12847,1960,834,1865,,1417.79,,174,,,4746.77
43,Sparsha Laghubitta Bittiya Sanstha Limited,,SPARS,0,100,,,,0,77707,70.52,,2841,1055,790,100,,907.48,,57,,,0
44,Summit Laghubitta Bittiya Sanstha Limited,,SMFDB,3943000,100,,,,394.3,1797564,2457.42,,18255,1938,737,1695,,1367.08,,180,,,6683.39
45,Support Microfinance Bittiya Sanstha Ltd.,,SMB,660000,100,,,,66,394498,741.83,,10859,2696,782,2460,,1880.45,,245,,,1623.6
46,Suryodaya Laghubitta Bittiya Sanstha Ltd.,,SLBS,2480430,100,,,,248.04,773874,1236.41,,15510,2355,882,1730,,1597.69,,246,,,4291.14
47,Swabalamban Laghubitta Bittiya Sanstha Limited,,SWBBL,9430000,100,,,,943,3878056,6780.26,,36389,2275,1152,1659,,1748.37,,246,,,15644.37
48,Swabhimaan Laghubitta Bittiya Sanstha Limited,,SMFBS,920500,100,,,,92.05,453620,896.78,,13010,3110,855,2508,,1976.95,,245,,,2308.61
49,Swadeshi Laghubitta Bittiya Sanstha Ltd.,,SDESI,0,100,,,,0,42290,36.38,,926,956,760,800,,860.24,,20,,,0
50,Swarojgar Laghu Bitta Bikas Bank Ltd.,,SLBBL,4112793,100,,,,411.28,3775340,4796.95,,34897,1649,779,1500,,1270.6,,246,,,6169.19
51,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,,USLB,1761698,100,,,,176.17,587776,1110.81,,12500,2868,633.48,2244,,1889.86,,214,,,3953.25
52,Vijaya laghubitta Bittiya Sanstha Ltd.,,VLBS,2665975,100,,,,266.6,1300617,1918.47,,20290,2021,840,1819,,1475.04,,246,,,4849.41
53,Womi Microfinance Bittiya Sanstha Ltd.,,WOMI,4119444,100,,,,411.94,872230,1396.23,,14717,2005,703,1620,,1600.76,,119,,,6673.5
,Grand Total,,,229297730,,,,,22929.77999999999,121515132,165743.40000000002,,1588175,,,,,,,,,,382308.37
,,,,,,,,,,,,,,,,,,,,,,,
Mutual Funds,,,,,,,,,,,,,,,,,,,,,,,
S.N. ,Company Name,,Symbol,"No. of Listed
Shares",Paid Up per Share,,,,"Paid Up Capital
(In Million)",Traded Share Quantity,"Traded Amount Rs.
(In Million)",,No. Of Trades,High,Low,Close,,Average,,"No. Of Trading
Days",,,"Market Capitalisation
(In Million)"
1,Citizens Mutual Fund -1,,CMF1,82000000,10,,,,820,23041351,253.02,,5825,13.76,9.34,12.58,,10.98,,246,,,0
2,CITIZENS MUTUAL FUND 2,,CMF2,56000000,10,,,,560,9500156,110.1,,3838,14.15,9,14.15,,11.59,,163,,,0
3,Global IME Samunnat Scheme-1,,GIMES1,100000000,10,,,,1000,59818736,905.15,,5069,20.4,8.24,20.28,,15.13,,241,,,0
4,Kumari Equity Fund,,KEF,100000000,10,,,,1000,2208865,22.32,,3473,10.5,9.42,10.5,,10.1,,63,,,0
5,Laxmi Equity Fund,,LEMF,125000000,10,,,,1250,39343776,490.43,,3779,14.47,8.26,13.8,,12.47,,241,,,0
6,Laxmi Unnati Kosh,,LUK,65262360,10,,,,652.62,14974291,167.83,,6056,12.9,8.48,12.62,,11.21,,206,,,0
7,NABIL BALANCED FUND-2,,NBF2,112000000,10,,,,1120,57393092,700.41,,9779,14.64,8.59,14.1,,12.2,,244,,,0
8,Nabil Equity Fund,,NEF,125000000,10,,,,1250,44272232,535.66,,10699,15.62,8.4,14.6,,12.1,,245,,,0
9,NIBL Pragati Fund,,NIBLPF,75000000,10,,,,750,24896849,305.04,,6023,14.95,8.1,14.85,,12.25,,245,,,0
10,NIBL Samriddhi Fund -2,,NIBSF2,150000000,10,,,,1500,450110,4.54,,612,10.81,9.75,10.81,,10.08,,15,,,0
11,NIBL Samriddhi Fund 1,,NIBSF1,75000000,10,,,,750,15519212,188.25,,3081,15,8.85,14.36,,12.13,,241,,,0
12,NIC Asia Balanced Fund,,NICBF,75500000,10,,,,755,27737828,332.63,,4564,13.96,8.7,13.73,,11.99,,238,,,0
13,NIC Asia Growth Fund,,NICGF,83520000,10,,,,835.2,30023408,380.6,,6141,15.45,9.2,15,,12.68,,245,,,0
14,NMB 50,,NMB50,125000000,10,,,,1250,55437904,718.1,,5293,15.38,9,14.95,,12.95,,240,,,0
15,NMB Hybrid Fund L-1,,NMBHF1,1000000000,10,,,,10000,27555012,311.65,,5708,13.77,9.16,13.65,,11.31,,245,,,0
16,Prabhu Select Fund,,PSF,125000000,10,,,,1250,812949,8.27,,859,10.71,9.85,10.14,,10.17,,18,,,0
17,Sanima Equity Fund,,SAEF,130000000,10,,,,1300,73012093,1025.51,,8966,18.27,9.3,16.79,,14.05,,245,,,0
18,Sanima Large Cap Fund,,SLCF,120000000,10,,,,1200,2885385,28.95,,4185,10.5,9.52,10.5,,10.03,,95,,,0
19,Siddhartha Equity Fund,,SEF,150000000,10,,,,1500,54049690,631.81,,9545,14.91,8.76,14.05,,11.69,,243,,,0
20,Siddhartha Equity Orineted Scheme,,SEOS,100000000,10,,,,1000,0,0,,0,10.85,10.85,10.85,,0,,0,,,0
21,Siddhartha Investment Growth Scheme - 2,,SIGS2,120000000,10,,,,1200,57473859,725.7,,4075,14.79,10,14.2,,12.63,,127,,,0
22,Sunrise Bluechip Fund,,SBCF,125000000,10,,,,1250,1287500,13.18,,1424,11,9.75,10.16,,10.23,,27,,,0
23,Sunrise First Mutual Fund,,SFMF,86000000,10,,,,860,44327240,599.43,,4096,16.97,9,16,,13.52,,228,,,0
,Grand Total,,,3305282360,,,,,33052.82,666021538,8458.58,,113090,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,
Non Life Insurance,,,,,,,,,,,,,,,,,,,,,,,
S.N. ,Company Name,,Symbol,"No. of Listed
Shares",Paid Up per Share,,,,"Paid Up Capital
(In Million)",Traded Share Quantity,"Traded Amount Rs.
(In Million)",,No. Of Trades,High,Low,Close,,Average,,"No. Of Trading
Days",,,"Market Capitalisation
(In Million)"
1,Ajod Insurance Limited,,AIL,10000000,100,,,,1000,6888023,4897.29,,176720,1125,291,813,,710.99,,235,,,8130
2,Everest Insurance Co. Ltd.,,EIC,11836044,100,,,,1183.6,8565548,5594.76,,59387,880,379,749,,653.17,,246,,,8865.2
3,General Insurance Company Nepal Ltd,,GIC,10000000,100,,,,1000,3968808,2632.57,,128542,860,305,693,,663.31,,184,,,6930
4,Himalayan General Insurance Co. Ltd,,HGI,11003364,100,,,,1100.34,11616932,8054.18,,65827,956,388,768,,693.31,,245,,,8450.58
5,IME General Insurance Ltd.,,IGI,11575645,100,,,,1157.56,9814522,9844.07,,52950,1465,406,1209,,1003.01,,246,,,13994.95
6,Lumbini General Insurance Co. Ltd.,,LGIL,11988900,100,,,,1198.89,11386770,8188.76,,65698,929,425,780,,719.15,,246,,,9351.34
7,Neco Insurance Co. Ltd.,,NIL,15216337,100,,,,1521.63,17607830,22361.9,,131741,1900,600,1348,,1270,,246,,,20511.62
8,Nepal Insurance Co. Ltd.,,NICL,12423386,100,,,,1242.34,17973036,14994.56,,95630,1294,420,1022,,834.28,,246,,,12696.7
9,NLG Insurance Company Ltd.,,NLG,10963755,100,,,,1096.38,8839665,9826.12,,58517,1422,597,1220,,1111.59,,246,,,13375.78
10,Prabhu Insurance Ltd.,,PRIN,11619023,100,,,,1161.9,10949507,8821.73,,63947,1162,458,960,,805.67,,246,,,11154.26
11,Premier Insurance Co. Ltd.,,PIC,10745600,100,,,,1074.56,8435174,8807.98,,64925,1399,593,1170,,1044.2,,246,,,12572.35
12,Prudential Insurance Co. Ltd.,,PICL,11085466,100,,,,1108.55,8722282,6485.14,,53282,994,425,810,,743.51,,245,,,8979.23
13,Rastriya Beema Company Limited,,RBCL,2666365,100,,,,266.64,262078,4579.88,,14552,24370,8977,21600,,17475.25,,217,,,57593.48
14,Sagarmatha Insurance Co. Ltd.,,SIC,11113574,100,,,,1111.36,3975872,5195.09,,40014,1890,693,1344,,1306.65,,245,,,14936.64
15,Sanima General Insurance Limited,,SGI,10000000,100,,,,1000,3777944,2684.39,,123344,900,311,731,,710.54,,172,,,7310
16,Shikhar Insurance Co. Ltd.,,SICL,17585240,100,,,,1758.52,12573971,24449.18,,129724,3021,1010,1952,,1944.43,,246,,,34326.39
17,Siddhartha Insurance Ltd.,,SIL,11200000,100,,,,1120,5926368,5963.63,,38986,1376,568,1058,,1006.29,,246,,,11849.6
18,United Insurance Co. (Nepal) Ltd.,,UIC,10281600,100,,,,1028.16,15816652,9665.5,,85369,890,346,715,,611.1,,246,,,7351.34
,Grand Total,,,201304299,,,,,20130.469999999994,167100982,163046.72999999998,,1449155,,,,,,,,,,268379.46
,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,
S.N. ,Company Name,,Symbol,"No. of Listed
Shares",Paid Up per Share,,,,"Paid Up Capital
(In Million)",Traded Share Quantity,"Traded Amount Rs.
(In Million)",,No. Of Trades,High,Low,Close,,Average,,"No. Of Trading
Days",,,"Market Capitalisation
(In Million)"
1,Chandragiri Hills Limited,,CGH,15340910,100,,,,1534.09,1010,0.27,,108,377,159,1505,,272.15,,15,,,0
2,Citizen Investment Trust,,CIT,32700004,100,,,,3270,2569735,10347.6,,58212,5749,2435,3491,,4026.72,,152,,,0
3,Hydorelectricity Investment and Development Company Ltd,,HIDCL,220000000,100,,,,22000,20916648,5345.29,,71984,387,125,449,,255.55,,152,,,0
4,Nepal Doorsanchar Comapany Limited,,NTC,150000000,100,,,,15000,21292847,25542.35,,116933,1500,641,1314,,1199.57,,246,,,197100
5,Nepal Film Development Company Limited,,NFD,491285,100,,,,49.13,0,0,,0,34,34,34,,0,,0,,,16.7
6,Nepal Infrastructure Bank Limited,,NIFRA,200000000,100,,,,20000,7618264,4343.07,,116974,726,340,492,,570.09,,10,,,0
7,Nepal Reinsurance Company Limited,,NRIC,100000000,100,,,,10000,49519949,65322.85,,517176,2010,503,1594,,1319.12,,246,,,159400
8,NRN Infrastructure and Development Limited,,NRN,11649635,100,,,,1164.96,3867606,1507.12,,127866,590,306,622,,389.68,,124,,,0
,Grand Total,,,730181834,,,,,73018.18000000001,105786059,112408.54999999999,,1009253,,,,,,,,,,356516.7
,,,,,,,,,,,,,,,,,,,,,,,
Preference Shares,,,,,,,,,,,,,,,,,,,,,,,
S.N. ,Company Name,,Symbol,"No. of Listed
Shares",Paid Up per Share,,,,"Paid Up Capital
(In Million)",Traded Share Quantity,"Traded Amount Rs.
(In Million)",,No. Of Trades,High,Low,Close,,Average,,"No. Of Trading
Days",,,"Market Capitalisation
(In Million)"
1,Everest Bank Limited Con. Pref.,,EBLCP,2000000,100,,,,200,34716,22.74,,271,759,595,672,,654.92,,106,,,0
,Grand Total,,,2000000,,,,,200,34716,22.74,,271,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,
Promotor Share,,,,,,,,,,,,,,,,,,,,,,,
S.N. ,Company Name,,Symbol,"No. of Listed
Shares",Paid Up per Share,,,,"Paid Up Capital
(In Million)",Traded Share Quantity,"Traded Amount Rs.
(In Million)",,No. Of Trades,High,Low,Close,,Average,,"No. Of Trading
Days",,,"Market Capitalisation
(In Million)"
1,ADHIKHOLA LAGHUBITTA BITTIYA SANSTHA LIMITED PROMOTER SHARE,,AKBSLPO,0,100,,,,0,20450,5.24,,6,256,256,256,,256,,1,,,0
2,Asian Life Insurance Co. Ltd Promoter Share,,ALICLP,100000,100,,,,10,609014,185.58,,9,391,260,697,,304.73,,7,,,0
3,Bank of Kathmandu Limited Promoter Share,,BOKLPO,2472879,100,,,,247.29,427489,61.69,,26,198,147,198,,144.31,,7,,,0
4,Best Finance Co. Limited Promoter Share,,BFCPO,145460,100,,,,14.55,100352,10.04,,23,101,100,100,,100.06,,6,,,0
5,Century Commercial Bank Ltd. Promoter Share,,CCBLPO,21200000,100,,,,2120,3695388,414.81,,86,118,112,118,,112.25,,37,,,0
6,Chhimek Laghubitta Bikas Bank Limited Promoter Share,,CBBLPO,4255340,100,,,,425.53,342195,207.86,,47,949,470,949,,607.43,,15,,,0
7,Citizens Bank Internatioal Limited Promoter Share,,CZBILP,10000,100,,,,1,201366,31.62,,8,171,150,204,,157,,6,,,0
8,Civil Bank Ltd Promoter Share,,CBLPO,21400000,100,,,,2140,457610,46.48,,8,102,100,101,,101.57,,7,,,0
9,Civil Laghubitta Bittiya Sanstha Promoter,,CLBSLP,1000000,100,,,,100,16158,10.75,,1,665,665,665,,665,,1,,,0
10,Deprosc LaghuBitta Promoter Share,,DDBLPO,50000,100,,,,5,24000,17.22,,2,545,545,545,,717.57,,1,,,0
11,Everest Insurance Co. Ltd. Promoter Share,,EICPO,1012500,100,,,,101.25,1845536,718.24,,4903,511,241,501,,389.18,,158,,,0
12,Excel Development Bank Ltd. Promoter Share,,EDBLPO,100000,100,,,,10,113000,36.72,,3,342,155,342,,324.97,,2,,,0
13,First Micro Finance Development Bank Ltd. Promoter Share,,FMDBLP,2300000,100,,,,230,175300,55.56,,2,447,275,447,,316.94,,2,,,0
14,Forward Community Microfinance Bittiya Sanstha Ltd Promoter Share,,FOWADP,1500245,100,,,,150.02,59600,57.22,,7,100,80,80,,960.1,,1,,,0
15,Garima Bikas Bank Limited Promoter Share,,GBBLPO,100000,100,,,,10,160797,28.7,,20,197,115,173,,178.52,,4,,,0
16,Global IME Bank Ltd. Promoter Share,,GBIMEP,100000,100,,,,10,4452200,671.6,,82,155,147,155,,150.85,,48,,,0
17,Grameen Bikas Laghubitta Bittiya Sanstha Ltd. Promoter Share,,GBLBSP,5575000,100,,,,557.5,6894,1.7,,6,187,187,634,,247.05,,2,,,0
18,Green Development Bank Ltd. Promoter Share,,GRDBLP,1000000,100,,,,100,194000,19.66,,45,187,100,187,,101.35,,9,,,0
19,Guras Life Insurance Company Ltd. Promoter Share,,GLICLP,100000,100,,,,10,40000,19.76,,2,494,494,494,,494,,2,,,0
20,Gurkhas Finance  Ltd. Promoter Share,,GUFLPO,198000,100,,,,19.8,15281,3.46,,2,259,100,259,,226.41,,2,,,0
21,Himalayan Bank Ltd. Promoter,,HBLPO,90817407,100,,,,9081.74,927858,278.36,,4,300,290,300,,300,,2,,,0
22,ICFC Finance Limited Promotor Share,,ICFCPO,2223340,100,,,,222.33,245093,41.16,,10,286,120,286,,167.95,,5,,,0
23,IME General Insurance  Ltd. Promoter Share,,IGIPO,1000000,100,,,,100,96129,29.46,,3,316,275,304,,306.5,,2,,,0
24,Janautthan Samudayic Laghubitta Bikas Bank Ltd. Promoter Share,,JSLBBP,200000,100,,,,20,20856,51.39,,15,2464,2464,2464,,2464,,4,,,0
25,Jyoti Bikash  Bank Ltd. Promoter Share,,JBBLPO,100000,100,,,,10,1138148,130.43,,29,147,111,146,,114.6,,24,,,0
26,Kalika Microcredit Development Bank Ltd. Promoter Share,,KMCDBP,500000,100,,,,50,20820,16.12,,3,785,438,785,,774.19,,2,,,0
27,Kamana Sewa Bikas Bank Limited Promoter Share,,KSBBLP,2300000,100,,,,230,418439,50.73,,19,123,104,121,,121.22,,16,,,0
28,Karnali Development Bank Limited Promoter Share,,KRBLPO,800000,100,,,,80,12464,1.26,,1,101,100,101,,101,,1,,,0
29,Kisan Lagubitta Bittiya Sanstha Limited Promoter Share,,KLBSLP,200000,100,,,,20,1240,1.1,,1,889,889,889,,889,,1,,,0
30,Kumari Bank Limited Promotor Share,,KBLPO,5250000,100,,,,525,2677681,309.89,,71,150,100,150,,115.73,,38,,,0
31,Laxmi Bank Limited Promoter Share,,LBLPO,4717008,100,,,,471.7,336924,51.11,,4,211,137,211,,151.71,,3,,,0
32,Lumbini Bikas Bank Ltd. Promoter Share,,LBBLPO,6800000,100,,,,680,99635,12.09,,10,324,106,324,,121.36,,3,,,0
33,Lumbini General Insurance Co. Ltd. Promoter Share,,LGILPO,2927472,100,,,,292.75,807836,257.87,,18,331,227,315.24,,319.21,,12,,,0
34,MachhaPuchhre  Bank Limited Promotor Share,,MBLPO,5751559,100,,,,575.16,55139,6.95,,6,250,120,250,,126.04,,3,,,0
35,Mahalxmi Bikas Bank Ltd. Promotor Share,,MLBLPO,100000,100,,,,10,451510,55.33,,16,220,101.1,220,,122.54,,14,,,0
36,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd Promoter,,MSLBP,1154804,100,,,,115.48,4548,6.23,,3,1370,1370,1370,,1370,,1,,,0
37,Manjushree Finance Ltd. Promoter Share,,MFILPO,2506500,100,,,,250.65,1000,0.22,,2,217,100,217,,217,,1,,,0
38,Mega  Bank Nepal Ltd. Promoter Share,,MEGAPO,26096000,100,,,,2609.6,1088814,133.79,,77,132,100,120,,122.87,,48,,,0
39,Mero Microfinance Bittiya Sanstha Ltd. Promoter Share,,MEROPO,2000000,100,,,,200,531810,234.64,,43,100,100,100,,441.22,,1,,,0
40,Mirmire Microfinance Development Bank Ltd. Promoter Share,,MMFDBP,200000,100,,,,20,215353,111.54,,35,906,403,906,,517.92,,22,,,0
41,Miteri Development Bank Ltd. Promoter Share,,MDBPO,10000,100,,,,1,33152,6.1,,4,185,136,182,,184.01,,4,,,0
42,Mithila LaghuBitta Bikas Bank Ltd. Promoter Share,,MLBBLP,282900,100,,,,28.29,3940,3.58,,4,908,908,908,,908,,1,,,0
43,Muktinath Bikas Bank Ltd. Promoter Share,,MNBBLP,2000000,100,,,,200,1125177,226.29,,51,220,170,220,,201.12,,27,,,0
44,Multipurpose Finance Company  Limited Promoter Share,,MPFLPO,250000,100,,,,25,3100,0.37,,31,118,118,118,,118,,3,,,0
45,NABIL Bank Limited Promotor Share,,NABILP,10571415,100,,,,1057.14,46,0.03,,3,681,643,681,,672.52,,3,,,0
46,National Life Insurance Co. Ltd. Promoter Share,,NLICLP,200000,100,,,,20,99240,47.73,,93,636,323,636,,480.97,,4,,,0
47,National Microfinance Bittiya Sanstha Ltd. Promoter,,NMFBSP,1000000,100,,,,100,142000,113.55,,17,100,82.64,100,,799.68,,2,,,0
48,Neco Insurace Co. Ltd. Promoter,,NILPO,1352216,100,,,,135.22,1070205,423,,3,100,86.58,86.58,,395.25,,1,,,0
