Nepal Stock Exchange Limited,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
22,Siddhartha Finance Ltd,520000,100,52,2.93,0.47,18,162,160,162,84.24
23,Alpic Everest Finance Ltd,400000,100,40,0.31,0.05,10,160,160,160,64
24,Nepal Bangladesh Fin. Leasing Co.,500480,100,50.05,0.06,0.01,1,110,110,110,55.05
25,United Finance Limited,600000,100,60,2.04,0.31,74,157,150,157,94.2
26,International Leas & Finance Co. Ltd,1200000,100,120,2.44,0.35,73,145,135,143,171.6
27,Shree Investment & Finance Co. Ltd,480000,100,48,1.28,0.26,28,205,200,200,96
28,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,0.23,0.02,14,103,98,98,98
29,Premier Finance Co. Ltd,240000,100,20,0.47,0.06,9,130,124,125,30
30,Butwal Finance Ltd,500000,100,50,0.05,0.01,1,120,120,120,60
31,Janaki Finance Co. Ltd,200000,100,20,0.1,0.02,4,195,190,190,38
32,Standard Finance Limited,600000,100,60,5.49,0.6,44,110,110,110,66
33,Om Finance Limited,500000,100,50,0.74,0.17,6,225,225,225,112.5
34,Cosmic Merchant & Finance Ltd.,750510,100,75.05,29.36,3.52,2,120,120,120,90.06
35,Fewa Finance Com. Limited,500000,100,50,4.66,0.97,85,239,200,239,119.5
36,KIST Merchant Bank.&Finance,500000,100,50,0.2,0.03,1,153,153,153,76.5
37,World Merchant Banking & Finance,600000,100,60,1.84,0.21,123,120,112,112,67.2
38,Birgunj Finance Ltd.,600000,100,60,3.83,0.57,125,150,145,150,90
39,Capital Mer. Banking & Fin. Ltd,700000,100,70,2.02,0.2,39,102,98,98,68.6
40,Everest Finance Ltd.,200000,100,20,0.39,0.04,28,100,100,100,20
41,Prudencial Bittya Sanstha Ltd.,500000,100,50,0.1,0.01,2,110,108,108,54
,,24295600,,2346.56,207.15,33.63,1095,,,,4614.52
,,,,,,,,,,,
,Insurance,,,,,,,,,,
,Name of the Companies,Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd.,1026984,100,102.7,5.16,2.09,6,405,405,405,415.93
2,Rastriya Beema sasthan,828999,100,82.9,0.52,0.9,7,1750,1750,1750,1450.75
3,National Life & Gen. Insurance,300000,100,30,0.27,0.19,12,750,720,725,217.5
4,Himalayan Ge. Insurance Co.,300000,100,30,0.08,0.01,3,180,180,180,54
5,United Insurance Co. Ltd,600000,100,60,0.74,0.1,12,155,130,130,78
6,Everest Insurance Co.Ltd.,600000,100,60,0.04,0.01,2,295,295,295,177
7,Premier Insurance Co. (Nepal ) Ltd.,300000,100,30,0.09,0.02,7,201,190,195,58.5
8,Neco Insurance Com. Ltd.,550000,100,55,0.31,0.03,6,95,91,91,50.05
9,Sagarmatha Insurance Company Ltd,561000,100,56.1,0.33,0.07,19,205,194,205,115.01
10,NB Insurance Com. Limited,1000000,100,100,1.01,0.08,8,86,80,80,80
11,Nepal Life Insurance Co. Ltd,2500000,100,250,36.17,14.01,92,400,370,400,1000
12,Life Insurance Corp. Nepal Ltd,2500000,100,250,8.99,2.65,103,300,251,300,750
,,11066983,,1106.7,53.71,20.16,277,,,,4446.73
,,,,,,,,,,,
,Manufact. & Processing,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Lube Oil Ltd.,203936,100,20.39,0.32,0.11,2,350,350,350,71.38
2,Jyoti Spinning Mills Ltd. (Ord),1270288,100,127.03,0.23,0.01,2,25,25,25,31.76
3,Bottlers Nepal Ltd. (Tarai),1210000,100,121,0.2,0.08,1,400,400,400,484
4,Unilever Nepal Ltd.,920700,100,92.07,0.35,0.82,11,2401,2250,2401,2210.6
5,Himalayan Distillery Limited,4130000,100,413,0.3,0.03,3,90,90,90,371.7
,,7734924,,773.49,1.4,1.05,19,,,,3169.44
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Soaltee Hotel Ltd.,8697187,10,86.97,1.78,0.1,1,55,55,55,478.35
2,Taragaon Regency Hotel Ltd.,7449875,100,744.99,0.47,0.02,26,44,41,43,320.34
3,Oriental Hotels Limited,5000000,100,500,0.76,0.03,13,40,38,38,190
4,Taragaon Regency Hotel Ltd. (Pre),800000,100,80,0.07,0,2,40,40,40,32
,,21947062,,1411.96,3.08,0.15,42,,,,1020.69
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Salt Trading Corporation,247777,100,24.78,0.05,0.02,2,316,316,316,78.3
2,Bishal Bazar Co. Ltd.,273000,100,27.3,2.01,4.83,5,2400,2400,2400,655.2
,,520777,,52.08,2.06,4.85,7,,,,733.5
,,,,,,,,,,,
,Development Bank,,,,,,,,,,
,,Outstanding,Paid up,Total Paid,Share,Traded,No.of tr-,High,Low,Closing,Market
,Name of the Companies,Equity,Value,up value,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Development Bank Limited,1600000,100,160,0.43,0.04,21,89,84,84,134.4
2,Development Credit Bank Ltd,2400000,100,240,9.01,3.35,131,387,346,375,900
3,Nirdhan Utthan Bank Ltd,274317,100,27.43,0.23,0.02,2,100,100,100,27.43
4,Paschimanchal Dev. Bank Ltd.,200000,100,20,0.11,0.01,1,103,103,103,20.6
5,Deprosc Dev. Bank Ltd.,116000,100,11.6,0.86,0.09,23,110,102,110,12.76
,,4590317,,459.03,10.64,3.51,178,,,,1095.19
        Other,,,,,,,,,,,
,,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,Name of the Companies,Equity,Value,up value, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,National Hydro Power co. Ltd.,6606630,100,660.66,0.2,0.02,2,75,75,75,495.5
2,NCM Mutual Fund,1000000,10,10,2685,30.26,37,13,11,12,12
3,Butawal Power Co. Ltd.,8390577,100,839.06,0.05,0.03,1,540,540,540,4530.91
4,Chilime Hydro Power Co. Ltd.,7296000,100,729.6,360.7,106.62,151,336,376,336,2451.46
,,23293207,,2239.32,3045.95,136.93,191,,,,7489.86
BAISAKH 2063,,,,,,,,,,,
(15 APRIL 2006 To 15 MAY 2006),,,,,,,,,,,
,Commercial Bank,,,,,,,,,,
,,,,,Traded,,,,,,
,Name of the Companies,Outstanding,Paid up,Total Paid,Share,Traded,No.of tran-,High,Low,Closing,Market
,,Equity,Value,,Quantity,Amount Rs.,sactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,11.96,25.82,103,2300,1995,2280,11194.69
2,Nepal Investment Bank Ltd.,5905860,100,590.59,28.08,33.81,212,1261,920,1261,7447.29
3,Standard Chartered Bank Nepal,3746404,100,374.64,2.68,9.31,52,3700,3100,3700,13861.69
4,Himalayan Bank Limited,7722000,100,772.2,8.02,8.94,103,1175,1025,1150,8880.3
5,Nepal SBI Bank Limited,6478032,100,647.8,50.57,28.31,144,630,440,630,4081.16
6,Nepal Bangladesh Bank Limited,7199260,100,719.93,17.87,3.55,80,206,178,190,1367.86
7,Everest Bank Limited,3780000,100,378,11.66,14.84,164,1355,1150,1355,5121.9
8,Bank of Kathmandu Limited,4635809,100,463.58,83.7,68.69,400,870,660,870,4033.15
9,Nepal Ind. & Commercial Bank Ltd.,6000000,100,600,26.89,13.55,188,530,432,520,3120
10,Macha Puchchhre Bank Ltd,5500000,100,550,103.3,41.67,333,425,320,415,2282.5
11,Laxmi Bank Limited,6100000,100,610,5.87,2.25,37,405,340,376,2293.6
12,Kumari Bank Limited,6250000,100,625,113.5,46.05,207,476,330,468,2925
13,Lumbini Bank Limited,5000000,100,500,46.66,8.54,230,202,165,173,865
14,NCC Bank Limited,7000000,100,700,7.27,0.72,41,100,97,98,686
15,Siddhartha Bank Ltd.,5000000,100,500,151.4,51.71,2756,370,279,368,1840
,,85227315,,8522.73,669.43,357.76,5050,,,,70000.14
,,,,,,,,,,,
,Finance,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share, Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,NIDC Capital Markets,600000,100,60,0.5,0.09,1,180,180,180,108
2,National Finance Co. Ltd.,950400,100,95.04,2.5,0.63,9,250,250,250,237.6
3,Annunapurna Finance Limited,800000,100,80,0.43,0.2,5,476,463,476,380.8
4,Peoples Finance Ltd,400000,100,40,0.04,0,2,126,120,126,50.4
5,Union Finance Ltd,725153,100,72.52,1.99,0.21,36,108,103,108,78.32
6,Citizen Investment Trust,400000,100,40,0.01,0,1,278,278,278,111.2
7,Narayani Finance Ltd,421745,100,42.17,0.02,0.01,1,230,230,230,97
8,Ace Finance Co. Ltd,900000,100,90,1.32,0.44,3,338,337,337,303.3
9,Nepal Housing & Merchant Fin. Ltd,544500,100,54.45,1.19,0.26,4,228,210,210,114.35
10,Mahalaxmi Finance Ltd,495320,100,49.53,0.29,0.08,2,266,266,266,131.76
11,Lalitpur Finance Co. Ltd,225000,100,22.5,0.03,0.01,1,250,250,250,56.25
12,Pokhara Finance Ltd,400000,100,40,4.54,1.86,11,410,410,410,164
13,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,1.45,0.17,23,115,115,115,69
14,Nepal Merchant Bank & Fin. Ltd.,2000000,65,130,4.21,0.99,30,240,230,235,470
15,Alpic Everest Finance Ltd,400000,100,40,0.26,0.04,6,160,160,160,64
16,United Finance Limited,600000,100,60,0.69,0.1,47,152,145,152,91.2
17,International Leas & Finance Co. Ltd,1200000,100,120,1.36,0.19,112,137,136,137,164.4
18,Shree Investment & Finance Co. Ltd,480000,100,48,0.05,0.01,1,200,200,200,96
19,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,0.31,0.03,11,103,99,103,103
20,Nawa Durga Finance Ltd.,200000,100,20,0.34,0.04,3,110,110,110,22
21,Butwal Finance Ltd,500000,100,50,0.22,0.03,2,124,120,120,60
22,Janaki Finance Co. Ltd,200000,100,20,0.06,0.01,3,195,195,195,39
23,Standard Finance Limited,600000,100,60,1.38,0.15,4,110,110,110,66
24,Cosmic Merchant & Finance Ltd.,600000,100,60,0.2,0.03,1,125,125,125,75
25,KIST Merchant Bank.&Finance,500000,100,50,0.05,0.01,1,153,153,153,76.5
26,World Merchant Banking & Finance,600000,100,60,0.2,0.02,20,120,115,120,72
27,Birgunj Finance Ltd.,600000,100,60,1.46,0.2,72,140,140,140,84
28,Capital Mer. Banking & Fin. Ltd,700000,100,70,58.99,6.02,228,102,102,102,71.4
29,Everest Finance Ltd.,200000,100,20,0.2,0.02,10,105,105,105,21
30,Prudencial Bittya Sanstha Ltd.,500000,100,50,8.25,0.91,3,110,110,110,55
,,18342118,,1755.21,92.54,12.76,653,,,,3532.47
,,,,,,,,,,,
,Insurance,,,,,,,,,,
,Name of the Companies,Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd.,1026984,100,102.7,0.29,0.12,5,405,405,405,415.93
2,Rastriya Beema sasthan,828999,100,82.9,0.06,0.11,1,1700,1700,1700,1409.3
3,National Life & Gen. Insurance,300000,100,30,4.02,2.93,2,730,730,730,219
4,United Insurance Co. Ltd,600000,100,60,0.02,0,1,160,160,160,96
5,Neco Insurance Com. Ltd.,550000,100,55,0.01,0,1,96,96,96,52.8
6,Alliance Insurance Co. Ltd.,500000,100,50,4.5,0.46,2,102,102,102,51
7,Sagarmatha Insurance Company Ltd,561000,100,56.1,0.15,0.03,1,194,194,194,108.83
8,NB Insurance Com. Limited,1000000,100,100,5.49,0.47,21,86,83,85,85
9,Nepal Life Insurance Co. Ltd,2500000,100,250,25.04,8.68,43,370,342,370,925
10,Life Insurance Corp. Nepal Ltd,2500000,100,250,1.04,0.26,25,251,250,251,627.5
,,10366983,,1036.7,40.62,13.06,102,,,,3990.36
,Manufact. & Processing,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Lube Oil Ltd.,203936,100,20.39,0.01,0,1,350,350,350,71.38
2,Unilever Nepal Ltd.,920700,100,92.07,0.62,1.32,4,2250,2250,2250,2071.58
,,1124636,,112.46,0.63,1.32,5,,,,2142.95
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Soaltee Hotel Ltd.,8697187,10,86.97,1.78,0.1,1,57,57,57,495.74
2,Taragaon Regency Hotel Ltd.,7449875,100,744.99,0.1,0,1,40,40,40,298
3,Oriental Hotels Limited,5000000,100,500,2.25,0.09,27,43,40,40,200
,,21147062,,1331.96,4.13,0.19,29,,,,993.73
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Bishal Bazar Co. Ltd.,273000,100,27.3,0.04,0.1,3,2384,2384,2384,650.83
,,273000,,27.3,0.04,0.1,3,,,,650.83
,,,,,,,,,,,
,Development Bank,,,,,,,,,,
,,Outstanding,Paid up,Total Paid,Share,Traded,No.of tr-,High,Low,Closing,Market
,Name of the Companies,Equity,Value,up value,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Development Bank Limited,1600000,100,160,0.1,0.01,6,89,89,89,142.4
2,Development Credit Bank Ltd,2400000,100,240,9.95,3.85,111,420,350,385,924
3,Nirdhan Utthan Bank Ltd,274317,100,27.43,0.01,0,3,100,100,100,27.43
4,Paschimanchal Dev. Bank Ltd.,200000,100,20,0.25,0.03,27,103,103,103,20.6
,,4474317,,447.43,10.31,3.89,147,,,,1114.43
        Other,,,,,,,,,,,
,,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,Name of the Companies,Equity,Value,up value, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,Nepal Film Dev. Co. Ltd.,446623,100,44.66,0.01,0.46,0.02,38,38,38,16.97
2,National Hydro Power co. Ltd.,6606630,100,660.66,0.11,0.27,0.02,82,75,75,495.5
3,Butawal Power Co. Ltd.,8390577,100,839.06,1.05,0.03,0.02,540,500,540,4530.91
,,15443830,,1544.38,1.17,0.76,0.06,,,,5043.38
,,,,,,,,,,,
CHAITRA 2062,,,,,,,,,,,
(15 MARCH 2006 TO 15 APRIL 2006),,,,,,,,,,,
,Commercial Bank,,,,,,,,,,
,,,,,Traded,,,,,,
,Name of the Companies,Outstanding,Paid up,Total Paid,Share,Traded,No.of tran-,High,Low,Closing,Market
,,Equity,Value,,Quantity,Amount Rs.,sactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,10.85,21.98,106,2055,2000,2008,9859.18
2,Nepal Investment Bank Ltd.,5905860,100,590.59,21.35,20.74,167,1000,940,951,5616.47
3,Standard Chartered Bank Nepal,3746404,100,374.64,8.32,25.82,111,3145,3090,3145,11782.44
4,Himalayan Bank Limited,6435000,100,643.5,9.3,9.43,109,1045,1002,1005,6467.18
5,Nepal SBI Bank Limited,6478032,100,647.8,18.51,8.66,138,480,450,455,2947.5
6,Nepal Bangladesh Bank Limited,7166260,100,716.63,13.4,2.64,132,205,182,182,1304.26
7,Everest Bank Limited,3780000,100,378,15.12,16.8,268,1135,1070,1111,4199.58
8,Bank of Kathmandu Limited,4635809,100,463.58,47.47,32.76,276,710,662,673,3119.9
9,Nepal Ind. & Commercial Bank Ltd.,6000000,100,600,29.01,12.58,245,438,425,432,2592
10,Macha Puchchhre Bank Ltd,5500000,100,550,23.2,7.91,128,355,320,324,1782
11,Laxmi Bank Limited,6100000,100,610,15.67,5.51,64,355,330,330,2013
12,Kumari Bank Limited,5000000,100,500,58.8,19.93,199,356,325,333,1665
13,Lumbini Bank Limited,5000000,100,500,34.77,6.03,335,185,165,167,835
14,NCC Bank Limited,7000000,100,700,12.62,1.26,99,100,95,95,665
15,Siddhartha Bank Ltd.,5000000,100,500,134.8,38.95,3145,300,280,285,1425
,,82657315,,8265.73,453.19,231,5522,,,,56273.51
,,,,,,,,,,,
,Finance,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share, Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Finance & Saving Co. Ltd,200000,100,20,2.59,0.36,6,147,136,136,27.2
2,NIDC Capital Markets,600000,100,60,1.15,0.21,9,180,180,180,108
3,National Finance Co. Ltd.,864000,100,86.4,2.67,0.67,19,255,250,251,216.86
4,Annunapurna Finance Limited,500000,100,50,0.18,0.08,3,441,420,441,220.5
5,Kathmandu Finance Ltd,330000,100,33,0.41,0.06,6,140,140,140,46.2
6,Peoples Finance Ltd,400000,100,40,0.23,0.03,3,115,115,115,46
7,Union Finance Ltd,725153,100,72.52,12.93,1.3,44,103,100,103,74.69
8,Citizen Investment Trust,400000,100,40,0.14,0.04,11,292,279,292,116.8
9,Nepal Aawas Bikas Beeta Co. Ltd.,363675,100,36.37,0.58,0.11,6,185,185,185,67.28
10,Narayani Finance Ltd,354930,100,35.49,0.32,0.07,5,230,230,230,81.63
11,Ace Finance Co. Ltd,900000,100,90,3.42,1.16,14,340,338,338,304.2
12,Gorkha Finance Co. Ltd,250000,100,25,4.9,0.54,51,110,108,108,27
13,Universal Finance Ltd,375000,100,37.5,1.38,0.26,14,191,181,182,68.25
14,Mahalaxmi Finance Ltd,495320,100,49.53,0.43,0.12,2,280,280,280,138.69
15,Pokhara Finance Ltd,400000,100,40,4.36,1.74,5,400,341,400,160
16,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,8.03,0.95,31,120,115,115,69
17,Nepal Merchant Bank & Fin. Ltd.,2000000,65,130,2.95,0.71,77,241,239,240,480
18,Siddhartha Finance Ltd,200000,100,20,1.87,0.3,11,161,153,161,32.2
19,Alpic Everest Finance Ltd,400000,100,40,69.67,11.49,9,165,160,160,64
20,United Finance Limited,600000,100,60,1.02,0.15,50,145,138,145,87
21,International Leas & Finance Co. Ltd,1200000,100,120,0.85,0.12,6,136,135,136,163.2
22,Shree Investment & Finance Co. Ltd,480000,100,48,0.44,0.09,19,200,200,200,96
23,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,0.76,0.08,34,115,99,99,99
24,Premier Finance Co. Ltd,200000,100,20,0.02,0,2,135,131,135,27
25,Nawa Durga Finance Ltd.,200000,100,20,1.62,0.18,2,120,110,110,22
26,Butwal Finance Ltd,500000,100,50,0.9,0.11,3,124,124,124,62
27,Standard Finance Limited,600000,100,60,3.57,0.4,63,116,108,108,64.8
28,Om Finance Limited,200000,100,20,0.22,0.05,8,220,220,220,44
29,Cosmic Merchant & Finance Ltd.,600000,100,60,0.45,0.06,3,125,125,125,75
30,Fewa Finance Com. Limited,200000,100,20,0.71,0.14,14,210,200,210,42
31,KIST Merchant Bank.&Finance,500000,100,50,1.83,0.28,22,153,153,153,76.5
32,World Merchant Banking & Finance,600000,100,60,1.25,0.14,45,118,114,114,68.4
33,Birgunj Finance Ltd.,600000,100,60,7.57,1.14,16,150,145,145,87
34,Capital Mer. Banking & Fin. Ltd,700000,100,70,0.39,0.04,4,102,102,102,71.4
35,Everest Finance Ltd.,200000,100,20,0.64,0.07,63,105,105,105,21
36,Prudencial Bittya Sanstha Ltd.,500000,100,50,22.22,2.38,7,120,107,107,53.5
,,19238078,,1844.81,162.67,25.63,687,,,,3508.31
,Insurance,,,,,,,,,,
,Name of the Companies,Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd.,1026984,100,102.7,3.63,1.47,3,425,405,405,415.93
2,Rastriya Beema sasthan,828999,100,82.9,0.05,0.09,4,1700,1700,1700,1409.3
3,National Life & Gen. Insurance,300000,100,30,8.01,5.41,4,708,675,708,212.4
4,Himalayan Ge. Insurance Co.,300000,100,30,0.25,0.04,9,179,171,179,53.7
5,Everest Insurance Co.Ltd.,600000,100,60,18.72,5.63,20,302,301,302,181.2
6,Premier Insurance Co. (Nepal ) Ltd.,300000,100,30,0.03,0.01,2,201,201,201,60.3
7,Neco Insurance Com. Ltd.,550000,100,55,2.2,0.21,1,96,96,96,52.8
8,Alliance Insurance Co. Ltd.,500000,100,50,0.01,0,1,105,105,105,52.5
9,Sagarmatha Insurance Company Ltd,561000,100,56.1,0.98,0.19,16,194,191,194,108.83
10,NB Insurance Com. Limited,1000000,100,100,3.55,0.31,33,91,83,83,83
11,Nepal Life Insurance Co. Ltd,2500000,100,250,5.31,1.87,45,362,333,360,900
12,Life Insurance Corp. Nepal Ltd,2500000,100,250,2.07,0.51,47,250,242,250,625
13,Prudential Insurance Co. Ltd.,1000000,100,100,0.28,0.04,4,152,152,152,152
,,11966983,,1196.7,45.09,15.78,189,,,,4306.96
,Manufact. & Processing,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Gorakhali Rubber Udyog Ltd.,3833400,75,287.51,0.51,0.02,1,39,39,39,149.5
2,Bottlers Nepal ( Terai ),3833400,100,383.34,0.5,0.2,9,400,400,400,1533.36
3,Harisiddhi Bricks & Title Fact. Ltd.,18650000,10,186.5,18.8,0.03,3,1.6,1.6,1.6,29.84
4,Birat Shoes Com. Ltd.,165000,100,16.5,0.01,0,1,50,50,50,8.25
5,Unilever Nepal Ltd.,920700,100,92.07,0.36,0.82,6,2275,2250,2250,2071.58
,,27402500,,965.92,20.18,1.07,20,,,,3792.53
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Soaltee Hotel Ltd.,8697187,10,86.97,1.91,0.11,2,59,57,59,513.13
2,Oriental Hotels Limited,5000000,100,500,1.21,0.05,25,47,43,43,215
3,Taragaon Regency Hotel Ltd. (Pre),800000,100,80,0.05,0,1,40,40,40,32
,,14497187,,666.97,3.17,0.16,28,,,,760.13
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the Companies,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Salt Trading Corporation,247777,100,24.78,1.67,0.53,4,316,315,316,78.3
2,Bishal Bazar Co. Ltd.,273000,100,27.3,0.47,1.09,3,2390,2271,2271,619.98
3,Nepal welfare Company Ltd.,41000,50,2.05,0.15,0.01,1,95,95,95,3.9
,,561777,,54.13,2.29,1.63,8,,,,702.18
,,,,,,,,,,,
,Development Bank,,,,,,,,,,
,,Outstanding,Paid up,Total Paid,Share,Traded,No.of tr-,High,Low,Closing,Market
,Name of the Companies,Equity,Value,up value,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Development Bank Limited,1600000,100,160,1.96,0.18,76,95,89,89,142.4
2,Development Credit Bank Ltd,2400000,100,240,16.25,5.71,160,360,344,355,852
3,Nirdhan Utthan Bank Ltd,250000,100,25,0.35,0.04,24,100,100,100,25
4,Chhimek Development Bank Ltd.,100000,100,10,0.01,0,1,100,100,100,10
5,Deprosc Dev. Bank Ltd.,116000,100,11.6,0.02,0,1,100,100,100,11.6
,,4466000,,446.6,18.59,5.93,262,,,,1041
,,,,,,,,,,,
        Other,,,,,,,,,,,
,,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,Name of the Companies,Equity,Value,up value, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,National Hydro Power co. Ltd.,6606630,100,660.66,0.11,0.01,1,86,86,86,568.17
2,NCM Mutual Fund,1000000,10,10,77.7,0.82,17,11,11,11,11
3,Butawal Power Co. Ltd.,8390577,100,839.06,1.05,0.49,5,490,470,490,4111.38
,,15997207,,1509.72,78.86,1.32,23,,,,4690.55
FALGUN 2062,,,,,,,,,,,
(15 FEB 2006 TO 15 MARCH 2006),,,,,,,,,,,
,Commercial Bank,,,,,,,,,,
,,,,,Traded,,,,,,
,Name of the Companies,Outstanding,Paid up,Total Paid,Share,Traded,No.of tran-,High,Low,Closing,Market
,,Equity,Value,,Quantity,Amount Rs.,sactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,12.32,25.22,181,2185,1865,2065,10139.05
2,Nepal Investment Bank Ltd.,5905860,100,590.59,42.63,40.42,301,976,895,976,5764.12
3,Standard Chartered Bank Nepal,3746404,100,374.64,14.38,43.78,184,3130,2900,3101,11617.6
4,Himalayan Bank Limited,6435000,100,643.5,10.35,10.74,149,1085,995,1045,6724.58
5,Nepal SBI Bank Limited,6478032,100,647.8,25.37,11.31,185,490,410,450,2915.11
6,Nepal Bangladesh Bank Limited,7166260,100,716.63,29.55,6.06,164,215,197,203,1454.75
7,Everest Bank Limited,3780000,100,378,11.68,12.18,263,1106,935,1080,4082.4
8,Bank of Kathmandu Limited,4635809,100,463.58,47.38,31.58,416,707,618,707,3277.52
9,Nepal Ind. & Commercial Bank Ltd.,6000000,100,600,49.4,21.11,268,440,407,425,2550
10,Macha Puchchhre Bank Ltd,5500000,100,550,45.24,15.51,200,357,330,344,1892
11,Laxmi Bank Limited,6100000,100,610,17.24,5.99,130,357,340,349,2128.9
12,Kumari Bank Limited,5000000,100,500,36.39,12.86,160,365,340,355,1775
13,Lumbini Bank Limited,5000000,100,500,54.96,10.29,457,198,178,187,935
14,NCC Bank Limited,7000000,100,700,22.85,2.36,170,108,98,100,700
15,Siddhartha Bank Ltd.,5000000,100,500,86.16,25,1824,311,275,294,1470
