Nepal Stock Exchange Limited,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
3,Oriental Hotels Limited,5000000,100,500,0.04,0,1,44,44,44,220
,,21147062,,1331.96,0.76,0.03,6,,,,1021.18
,,,,,,,,,,,
,Other,,,,,,,,,,
,,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,Name of the company,Equity,Value,Paid up, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,National Hydro Power co. Ltd.,6606630,100,660.66,0.35,0.03,5,92,90,90,594.6
2,NCM Mutual Fund,1000000,10,10,1.4,0.01,7,11,10,11,11
3,Butawal Power Co. Ltd.,8390577,100,839.06,0.37,0.21,5,570,560,560,4698.72
4,Chilime Hydro Power Co. Ltd.,7296000,100,729.6,34.29,12.98,78,396,361,380,2772.48
,,23293207,,2239.32,36.41,13.23,95,,,,8076.8
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Bishal Bazar Co. Ltd.,273000,100,27.3,0.45,1.09,7,2450,2400,2450,668.85
2,Nepal welfare Company Ltd.,41000,50,2.05,0.51,0.05,2,95,95,95,3.9
,,314000,,29.35,0.96,1.14,9,,,,672.75
,,,,,,,,,,,
,,,,,,,,,,,
,Insurance,,,,,,,,,,
,Name of the company,Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Rastriya Beema sasthan,828999,100,82.9,0.48,0.85,6,1825,1750,1825,1512.92
2,National Life & Gen. Insurance,300000,100,30,0.36,0.25,10,700,700,700,210
3,Himalayan Ge. Insurance Co.,300000,100,30,0.2,0.04,3,215,215,215,64.5
4,United Insurance Co. Ltd,600000,100,60,0.42,0.05,6,120,120,120,72
5,Premier Insurance Co. (Nepal ) Ltd.,300000,100,30,0.27,0.05,11,200,200,200,60
6,Neco Insurance Com. Ltd.,550000,100,55,56.91,5.17,32,93,86,86,47.3
7,Sagarmatha Insurance Company Ltd,561000,100,56.1,0.11,0.02,6,210,210,210,117.81
8,NB Insurance Com. Limited,1000000,100,100,4.88,0.39,14,80,78,78,78
9,Nepal Life Insurance Co. Ltd,2500000,100,250,18.94,8.61,95,470,451,470,1175
10,Life Insurance Corp. Nepal Ltd,2500000,100,250,9.37,3.7,167,400,387,400,1000
11,Prudential Insurance Co. Ltd.,1000000,100,100,3.48,0.39,348,138,109,109,109
,,10439999,,1044,95.42,19.52,698,,,,4446.53
,,,,,,,,,,,
,Finance,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share , Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Finance & Saving Co. Ltd,200000,100,20,0.36,0.06,6,162,140,162,32.4
2,NIDC Capital Markets,600000,100,60,4.8,1.01,21,221,210,221,132.6
3,National Finance Co. Ltd.,950400,100,95.04,4.12,1.12,17,280,263,280,266.11
4,Nepal Share Markets & Fin. Ltd.,1200000,100,120,18.26,2.65,1,145,145,145,174
5,Annunapurna Finance Limited,800000,100,80,2.29,1.15,7,500,500,500,400
6,Kathmandu Finance Ltd,330000,100,33,2.3,0.32,5,147,140,147,48.51
7,Peoples Finance Ltd,400000,100,40,1.47,0.19,31,139,120,137,54.8
8,Union Finance Ltd,725153,100,72.52,2.55,0.27,100,109,105,109,79.04
9,Citizen Investment Trust,400000,100,40,0.45,0.12,11,288,275,288,115.2
10,Nepal Aawas Bikas Beeta Co. Ltd.,580242,100,58.02,2.69,0.53,28,200,195,200,116.05
11,Narayani Finance Ltd,421745,100,42.17,0.02,0,1,224,224,224,94.47
12,Ace Finance Co. Ltd,900000,100,90,7.6,2.49,22,340,325,340,306
13,Yeti Finance Co. Ltd,200000,100,20,1.24,0.26,2,220,210,210,42
14,Gorkha Finance Co. Ltd,250000,100,25,0.93,0.1,7,109,108,108,27
15,Universal Finance Ltd,375000,100,37.5,2.28,0.41,32,180,175,175,65.63
16,Mahalaxmi Finance Ltd,495320,100,49.53,0.02,0.01,3,260,260,260,128.78
17,Lalitpur Finance Co. Ltd,506250,100,50.63,0.24,0.06,2,251,251,251,127.07
18,Goodwill Finance Co. Ltd,500000,100,50,0.05,0.01,2,185,185,185,92.5
19,Pokhara Finance Ltd,400000,100,40,1,0.4,11,400,400,400,160
20,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,5.54,0.67,61,131,115,128,76.8
21,Nepal Merchant Bank & Fin. Ltd.,2000000,65,130,2.65,0.73,62,276,270,276,552
22,Siddhartha Finance Ltd,520000,100,52,0.6,0.09,5,155,150,150,78
23,Alpic Everest Finance Ltd,400000,100,40,0.16,0.02,3,150,150,150,60
24,Nepal Bangladesh Fin. Leasing Co.,500480,100,50.05,0.02,0,2,110,110,110,55.05
25,United Finance Limited,600000,100,60,0.65,0.1,36,159,157,159,95.4
26,International Leas & Finance Co. Ltd,1200000,100,120,2.4,0.33,59,150,135,136,163.2
27,Shree Investment & Finance Co. Ltd,480000,100,48,0.89,0.18,16,200,195,200,96
28,Central Finance Co. Ltd.,360000,100,36,1.22,0.22,30,185,180,180,64.8
29,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,2.27,0.2,94,90,87,87,87
30,Premier Finance Co. Ltd,240000,100,24,0.22,0.03,14,120,120,120,28.8
31,Nawa Durga Finance Ltd.,200000,100,20,0.4,0.04,9,106,106,106,21.2
32,Butwal Finance Ltd,500000,100,50,31,3.72,2,120,120,120,60
33,Janaki Finance Co. Ltd,300000,100,30,0.25,0.04,1,150,150,150,45
34,Standard Finance Limited,600000,100,60,0.09,0.01,3,110,110,110,66
35,Om Finance Limited,500000,100,50,21.61,4.41,9,204,200,200,100
36,Cosmic Merchant & Finance Ltd.,750510,100,75.05,0.09,0.01,4,120,120,120,90.06
37,KIST Merchant Bank.&Finance,1000000,100,100,2.49,0.41,31,170,160,170,170
38,World Merchant Banking & Finance,600000,100,60,13.58,1.51,160,115,110,111,66.6
39,Birgunj Finance Ltd.,600000,100,60,3.17,0.43,191,137,135,135,81
40,Capital Mer. Banking & Fin. Ltd,700000,100,70,15.16,1.56,291,103,98,100,70
41,Everest Finance Ltd.,200000,100,20,2.54,0.25,145,99,95,95,19
42,Prudencial Bittya Sanstha Ltd.,500000,100,50,0.33,0.04,2,108,108,108,54
43,Royal Mer. Banking & Finance Ltd.,500000,100,50,14.07,1.67,294,125,110,110,55
44,Guheyshwori Mer. Banking Fin.,500000,100,50,16.72,1.72,264,103,103,103,51.5
,,25585100,,2479.51,190.79,29.55,2097,,,,4768.57
,,,,,,,,,,,
,Development Bank,,,,,,,,,,
,,Outstanding,Paid up,Total,Share ,Traded ,No.of tr-,High,Low,Closing,Market
,Name of the company,Equity,Value,Paid up,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Development Bank Limited,1600000,100,160,4.42,0.49,5,110,105,110,176
2,Development Credit Bank Ltd,2400000,100,240,14.89,6.26,196,435,367,425,1020
3,Nirdhan Utthan Bank Ltd,274317,100,27.43,0.26,0.03,8,103,100,103,28.25
4,Deprosc Dev. Bank Ltd.,116000,100,11.6,0.16,0.02,8,110,110,110,12.76
5,Gandaki Dev. Financial Ins.,500000,100,50,10.24,1.18,507,115,115,115,57.5
,,4890317,,489.03,29.97,7.98,724,,,,1294.51
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Company-wise Monthly Transactions,,,,,,,,,,,
Aswin 2063,,,,,,,,,,,
(17 Sept 2006 to 17 Oct 2006),,,,,,,,,,,
,Commercial Bank,,,,,,,,,,
,,,,Total,Traded,,,,,,
,Name of the company,Outstanding,Paid up,Paid up,Share ,Traded ,No.of tran-,High,Low,Closing,Market
,,Equity,Value,(in million),Quantity,Amount Rs.,sactions,,,,Cap.
,,,,,( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,11.13,25.55,85,2301,2145,2295,11268.34
2,Nepal Investment Bank Ltd.,5905860,100,590.59,30.87,43.48,198,1500,1276,1456,8598.93
3,Standard Chartered Bank Nepal ,3746404,100,374.64,4.08,16.07,72,4000,3806,4000,14985.62
4,Himalayan Bank Limited,7722000,100,772.2,9.9,10.81,80,1120,1040,1102,8509.64
5,Nepal SBI Bank Limited,6478032,100,647.8,11.65,6.96,68,605,575,575,3724.87
6,Nepal Bangladesh Bank Limited,7199260,100,719.93,5.15,1.06,50,217,200,200,1439.85
7,Everest Bank Limited,3780000,100,378,5.01,6.46,113,1377,1250,1290,4876.2
8,Bank of Kathmandu Limited,4635809,100,463.58,33.19,28.12,191,870,818,837,3880.17
9,Nepal Ind. & Commercial Bank Ltd.,6000000,100,600,6.19,2.83,78,471,450,451,2706
10,Machhapuchchhre Bank Ltd,7150000,100,715,26.77,9.25,128,356,333,340,2431
11,Laxmi Bank Limited,6100000,100,610,2.63,0.87,51,345,325,325,1982.5
12,Kumari Bank Limited,6250000,100,625,46.91,22.35,225,500,450,484,3025
13,Lumbini Bank Limited,5000000,100,500,29.5,5.11,158,182,167,182,910
14,NCC Bank Limited,7000000,100,700,11.04,1.08,66,100,95,100,700
15,Siddhartha Bank Ltd.,5000000,100,500,34.88,13.59,486,413,372,392,1960
,,86877315,,8687.73,268.9,193.59,2049,,,,70998.12
,,,,,,,,,,,
,Manufact. & Processing,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded ,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Unilever Nepal Ltd.,920700,100,92.07,0.06,0.17,3,2850,2750,2850,2624
,,920700,,92.07,0.06,0.17,3,,,,2624
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Taragaon Regency Hotel Ltd.,7449875,100,744.99,0.09,0,2,41,41,41,305.44
2,Oriental Hotels Limited,5000000,100,500,2.25,0.09,23,42,39,39,195
,,12449875,,1244.99,2.34,0.09,25,,,,500.44
,,,,,,,,,,,
,Other,,,,,,,,,,
,,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,Name of the company,Equity,Value,Paid up, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,Nepal Film Dev. Co. Ltd.,446623,100,44.66,0.46,0.02,1,38,38,38,16.97
2,NCM Mutual Fund,1000000,10,10,2.6,0.03,3,11,10,11,11
3,Chilime Hydro Power Co. Ltd.,7296000,100,729.6,72.76,29,122,418,370,415,3027.84
,,8742623,,784.26,75.82,29.05,126,,,,3055.81
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Salt Trading Corporation,247777,100,24.78,0.25,0.08,2,316,316,316,78.3
2,Bishal Bazar Co. Ltd.,273000,100,27.3,0.02,0.04,1,2430,2430,2430,663.39
3,Nepal welfare Company Ltd.,41000,50,2.05,0.7,0.07,1,95,95,95,3.9
,,561777,,54.13,0.97,0.19,4,,,,745.58
,,,,,,,,,,,
,,,,,,,,,,,
,Insurance,,,,,,,,,,
,Name of the company,Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd. ,1026984,100,102.7,0.06,0.02,2,400,380,380,390.25
2,Rastriya Beema sasthan,828999,100,82.9,0.29,0.52,3,1850,1800,1815,1504.63
3,National Life & Gen. Insurance,300000,100,30,0.63,0.4,5,700,640,640,192
4,Himalayan Ge. Insurance Co.,300000,100,30,0.04,0.01,1,215,215,215,64.5
5,United Insurance Co. Ltd,600000,100,60,0.02,0,2,120,120,120,72
6,Everest Insurance Co.Ltd.,600000,100,60,0.09,0.03,4,295,295,295,177
7,Premier Insurance Co. (Nepal ) Ltd.,300000,100,30,0.14,0.03,13,201,200,201,60.3
8,Neco Insurance Com. Ltd.,550000,100,55,0.73,0.06,10,90,86,86,47.3
9,Sagarmatha Insurance Company Ltd,561000,100,56.1,0.09,0.02,5,210,210,210,117.81
10,NB Insurance Com. Limited,1000000,100,100,0.38,0.03,5,78,76,76,76
11,Nepal Life Insurance Co. Ltd,2500000,100,250,0.91,0.43,17,470,468,468,1170
12,Life Insurance Corp. Nepal Ltd,2500000,100,250,4.16,1.66,46,400,400,400,1000
13,Prudential Insurance Co. Ltd.,1000000,100,100,31.92,3.33,1229,107,103,103,103
,,12066983,,1206.7,39.46,6.54,1342,,,,4974.8
,,,,,,,,,,,
,Finance,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share , Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Finance & Saving Co. Ltd,200000,100,20,0.24,0.04,8,192,170,192,38.4
2,NIDC Capital Markets,600000,100,60,1.08,0.24,7,225,223,223,133.8
3,National Finance Co. Ltd.,950400,100,95.04,0.22,0.06,6,304,290,304,288.92
4,Nepal Share Markets & Fin. Ltd.,1200000,100,120,0.12,0.02,3,145,145,145,174
5,Annunapurna Finance Limited,800000,100,80,5.07,2.54,18,501,500,501,400.8
6,Kathmandu Finance Ltd,330000,100,33,0.17,0.03,8,150,150,150,49.5
7,Union Finance Ltd,725153,100,72.52,2.2,0.24,47,112,109,112,81.22
8,Citizen Investment Trust,400000,100,40,0.04,0.01,3,288,288,288,115.2
9,Nepal Aawas Bikas Beeta Co. Ltd.,580242,100,58.02,0.26,0.05,3,210,210,210,121.85
10,Narayani Finance Ltd,421745,100,42.17,0.19,0.04,5,252,224,250,105.44
11,Ace Finance Co. Ltd,900000,100,90,1.56,0.53,5,375,340,375,337.5
12,Yeti Finance Co. Ltd,200000,100,20,0.5,0.11,1,210,210,210,42
13,Gorkha Finance Co. Ltd,250000,100,25,0.42,0.05,7,109,108,109,27.25
14,Samjhana Finance Co. Ltd,225000,100,22.5,0.02,0,3,105,105,105,23.63
15,Universal Finance Ltd,375000,100,37.5,0.14,0.03,12,185,177,180,67.5
16,Nepal Housing & Merchant Fin. Ltd,544500,100,54.45,1.82,0.39,11,230,210,230,125.24
17,Lalitpur Finance Co. Ltd,506250,100,50.63,0.05,0.01,3,251,251,251,127.07
18,Goodwill Finance Co. Ltd,500000,100,50,1.49,0.24,20,176,160,163,81.5
19,Paschimanchal Finance Co. Ltd.,506000,100,50.6,0.1,0.03,1,255,255,255,129.03
20,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,8.19,1.07,10,135,128,135,81
21,Nepal Merchant Bank & Fin. Ltd.,2000000,65,130,2.34,0.65,34,277,274,275,550
22,Siddhartha Finance Ltd,520000,100,52,0.05,0.01,1,150,150,150,78
23,United Finance Limited,600000,100,60,0.19,0.03,14,161,159,161,96.6
24,International Leas & Finance Co. Ltd,1200000,100,120,0.3,0.04,22,140,136,140,168
25,Shree Investment & Finance Co. Ltd,480000,100,48,0.78,0.16,23,205,205,205,98.4
26,Central Finance Co. Ltd.,360000,100,36,0.82,0.15,20,200,185,200,72
27,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,0.3,0.03,7,90,89,89,89
28,Premier Finance Co. Ltd,240000,100,24,0.07,0.01,6,130,126,130,31.2
29,Nawa Durga Finance Ltd.,200000,100,20,0.15,0.02,13,106,106,106,21.2
30,Janaki Finance Co. Ltd,300000,100,30,0.11,0.02,2,157,150,157,47.1
31,Standard Finance Limited,600000,100,60,2.41,0.27,9,113,113,113,67.8
32,Om Finance Limited,500000,100,50,0.31,0.06,7,210,200,210,105
33,Fewa Finance Com. Limited,500000,100,50,0.2,0.05,2,240,240,240,120
34,KIST Merchant Bank.&Finance,1000000,100,100,1.93,0.33,15,176,165,165,165
35,World Merchant Banking & Finance,600000,100,60,1.2,0.13,53,115,111,115,69
36,Birgunj Finance Ltd.,600000,100,60,0.86,0.12,2,145,140,145,87
37,Capital Mer. Banking & Fin. Ltd,700000,100,70,0.05,0.01,1,100,100,100,70
38,Everest Finance Ltd.,200000,100,20,1.6,0.16,93,98,98,98,19.6
39,Prudencial Bittya Sanstha Ltd.,500000,100,50,0.58,0.06,9,108,108,108,54
40,Royal Mer. Banking & Finance Ltd.,500000,100,50,1.11,0.12,29,110,110,110,55
41,Guheyshwori Mer. Banking Fin.,500000,100,50,0.75,0.08,15,103,103,103,51.5
,,23914290,,2312.43,39.99,8.24,558,,,,4666.23
,,,,,,,,,,,
,Development Bank,,,,,,,,,,
,,Outstanding,Paid up,Total,Share ,Traded ,No.of tr-,High,Low,Closing,Market
,Name of the company,Equity,Value,Paid up,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Development Credit Bank Ltd,2400000,100,240,10.82,4.64,101,440,367,436,1046.4
2,Deprosc Dev. Bank Ltd.,116000,100,11.6,0.12,0.01,6,110,110,110,12.76
3,Gandaki Dev. Financial Ins.,500000,100,50,3.19,0.35,125,115,115,110,55
4,Business Dev. Financial Inst. Ltd.,300000,100,30,12.69,2.99,633,248,215,230,69
,,3316000,,331.6,26.82,7.99,865,,,,1183.16
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Company-wise Monthly Transactions,,,,,,,,,,,
Kartik 2063,,,,,,,,,,,
(16 Oct 2006 to 16 Nov 2006),,,,,,,,,,,
,Commercial Bank,,,,,,,,,,
,,,,,Traded,,,,,,
,Name of the company,Outstanding,Paid up,Total,Share ,Traded ,No.of tran-,High,Low,Closing,Market
,,Equity,Value,Paid up,Quantity,Amount Rs.,sactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,7.17,18.35,81,3050,2300,2870,14091.56
2,Nepal Investment Bank Ltd.,5905860,100,590.59,35.1,45.86,233,1457,1025,1120,6614.56
3,Standard Chartered Bank Nepal ,3746404,100,374.64,13.08,55.33,159,4550,3990,4355,16315.59
4,Himalayan Bank Limited,7722000,100,772.2,33.56,39.89,160,1262,1100,1262,9745.16
5,Nepal SBI Bank Limited,6478032,100,647.8,20.96,13.65,116,715,572,635,4113.55
6,Nepal Bangladesh Bank Limited,7199260,100,719.93,48.34,11.34,202,248,198,245,1763.82
7,Everest Bank Limited,3780000,100,378,15.98,23.03,188,1620,1251,1580,5972.4
8,Bank of Kathmandu Limited,4635809,100,463.58,119,119.49,455,1180,835,1120,5192.11
9,Nepal Ind. & Commercial Bank Ltd.,6000000,100,600,27.66,14.54,239,550,451,520,3120
10,Machhapuchchhre Bank Ltd,7150000,100,715,83.6,33.19,322,440,337,405,2895.75
11,Laxmi Bank Limited,6100000,100,610,104.9,39.63,139,480,325,444,2708.4
12,Kumari Bank Limited,6250000,100,625,112,60.93,300,586,490,580,3625
13,Lumbini Bank Limited,5000000,100,500,177.7,39.17,326,246,182,228,1140
14,NCC Bank Limited,7000000,100,700,40.08,4.38,205,120,99,120,840
15,Siddhartha Bank Ltd.,5000000,100,500,97.31,44.87,820,485,392,477,2385
16,Everest Bank Limited (Pre),420000,100,42,0.1,0.01,1,100,100,100,42
,,87297315,,8729.73,936.54,563.66,3946,,,,80564.9
,,,,,,,,,,,
,Manufact. & Processing,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded ,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Unilever Nepal Ltd.,920700,100,92.07,1.02,2.79,5,2800,2730,2750,2531.93
,,920700,,92.07,1.02,2.79,5,,,,2531.93
,,,,,,,,,,,
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Soaltee Hotel Ltd.,8697187,10,86.97,5.33,0.31,3,60,59,60,521.83
2,Oriental Hotels Limited,5000000,100,500,0.37,0.01,1,39,39,39,195
,,13697187,,586.97,5.7,0.32,4,,,,716.83
,,,,,,,,,,,
,Other,,,,,,,,,,
,,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,Name of the company,Equity,Value,Paid up, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,Nepal Film Dev. Co. Ltd.,446623,100,44.66,1.31,0.05,1,38,38,38,16.97
2,Butawal Power Co. Ltd.,8390577,100,839.06,0.49,0.29,7,638,550,638,5353.19
3,Chilime Hydro Power Co. Ltd.,7296000,100,729.6,109.6,58.83,172,670,415,650,4742.4
,,16133200,,1613.32,111.4,59.17,180,,,,10112.56
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Salt Trading Corporation,247777,100,24.78,0.01,0,1,317,317,317,78.55
,,247777,,24.78,0.01,0,1,,,,78.55
,Insurance,,,,,,,,,,
,Name of the company,Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share ,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd. ,1026984,100,102.7,1.61,0.61,1,380,380,380,390.25
2,Rastriya Beema sasthan,828999,100,82.9,0.01,0.02,1,1900,1900,1900,1575.1
3,National Life & Gen. Insurance,300000,100,30,0.03,0.02,1,640,640,640,192
4,Himalayan Ge. Insurance Co.,300000,100,30,0.06,0.01,2,235,225,235,70.5
5,United Insurance Co. Ltd,600000,100,60,0.23,0.03,3,120,120,120,72
6,Everest Insurance Co.Ltd.,600000,100,60,0.15,0.04,7,295,295,295,177
7,Premier Insurance Co. (Nepal ) Ltd.,300000,100,30,0.03,0.01,3,201,200,200,60
8,Neco Insurance Com. Ltd.,550000,100,55,0.65,0.06,17,86,86,86,47.3
9,Sagarmatha Insurance Company Ltd,561000,100,56.1,0.25,0.05,12,210,200,200,112.2
10,Nepal Life Insurance Co. Ltd,2500000,100,250,20.34,8.94,20,476,433,476,1190
11,Life Insurance Corp. Nepal Ltd,2500000,100,250,6.41,2.57,55,410,400,410,1025
12,Prudential Insurance Co. Ltd.,1000000,100,100,46.46,4.83,2284,113,103,113,113
,,11066983,,1106.7,76.23,17.19,2406,,,,5024.35
,,,,,,,,,,,
,Finance,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total,Traded,Traded ,No.of trans,High,Low,Closing,Market
,,Equity,Value,Paid up,Share , Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Finance & Saving Co. Ltd,200000,100,20,0.2,0.04,2,210,200,210,42
2,NIDC Capital Markets,600000,100,60,0.75,0.17,13,262,224,262,157.2
3,National Finance Co. Ltd.,950400,100,95.04,7.5,2.25,15,300,300,300,285.12
4,Nepal Share Markets & Fin. Ltd.,1200000,100,120,16.22,2.35,17,145,145,145,174
5,Annunapurna Finance Limited,800000,100,80,38.03,19.05,13,501,501,501,400.8
6,Kathmandu Finance Ltd,330000,100,33,0.66,0.11,9,165,150,165,54.45
7,Union Finance Ltd,725153,100,72.52,1.15,0.13,20,126,113,126,91.37
8,Citizen Investment Trust,400000,100,40,0.06,0.02,2,290,290,290,116
9,Nepal Aawas Bikas Beeta Co. Ltd.,580242,100,58.02,0.64,0.13,24,212,210,212,123.01
10,Narayani Finance Ltd,421745,100,42.17,0.08,0.02,1,245,245,245,103.33
11,Ace Finance Co. Ltd,900000,100,90,75.06,28.07,10,393,374,381,342.9
12,Yeti Finance Co. Ltd,200000,100,20,1.51,0.33,7,222,210,220,44
13,Gorkha Finance Co. Ltd,250000,100,25,0.3,0.03,15,110,105,110,27.5
14,Universal Finance Ltd,375000,100,37.5,0.08,0.02,5,195,180,195,73.13
15,General Fiance Ltd,220000,100,22,0.03,0,3,145,145,145,31.9
16,Mahalaxmi Finance Ltd,495320,100,49.53,0.05,0.01,1,260,260,260,128.78
17,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,0.32,0.04,11,135,135,135,81
18,Nepal Merchant Bank & Fin. Ltd.,2000000,65,130,2.27,0.62,31,277,276,277,554
19,Siddhartha Finance Ltd,520000,100,52,0.03,0,1,150,150,150,78
20,Alpic Everest Finance Ltd,400000,100,40,0.15,0.02,6,150,150,150,60
21,United Finance Limited,600000,100,60,0.01,0,1,161,161,161,96.6
22,Central Finance Co. Ltd.,360000,100,36,0.14,0.03,7,200,200,200,72
23,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,0.11,0.01,11,89,89,89,89
24,Premier Finance Co. Ltd,240000,100,24,0.49,0.06,14,130,124,124,29.76
25,Nawa Durga Finance Ltd.,200000,100,20,0.04,0,2,116,111,116,23.2
26,Butwal Finance Ltd,500000,100,50,0.63,0.08,15,120,120,120,60
27,Janaki Finance Co. Ltd,300000,100,30,0.77,0.12,7,155,148,150,45
28,Standard Finance Limited,600000,100,60,0.21,0.02,7,117,113,117,70.2
29,Om Finance Limited,500000,100,50,0.3,0.07,1,220,220,220,110
30,Cosmic Merchant & Finance Ltd.,750510,100,75.05,0,0,1,120,120,120,90.06
31,Fewa Finance Com. Limited,500000,100,50,0.2,0.05,3,230,230,230,115
32,KIST Merchant Bank.&Finance,1000000,100,100,0.75,0.13,8,190,165,190,190
33,World Merchant Banking & Finance,600000,100,60,1.12,0.14,38,125,117,125,75
34,Birgunj Finance Ltd.,600000,100,60,1.29,0.2,3,164,150,164,98.4
35,Capital Mer. Banking & Fin. Ltd,700000,100,70,1.96,0.2,35,100,100,100,70
36,Everest Finance Ltd.,200000,100,20,2.9,0.29,142,100,100,100,20
37,Prudencial Bittya Sanstha Ltd.,500000,100,50,8.15,0.84,3,105,103,105,52.5
38,Royal Mer. Banking & Finance Ltd.,500000,100,50,1.73,0.19,29,110,110,110,55
39,Guheyshwori Mer. Banking Fin.,500000,100,50,14.32,1.48,170,108,103,108,54
40,IME Financial Instituation Ltd.,500000,100,50,20.73,2.18,931,105,105,105,52.5
,,22818370,,2202.84,200.94,59.5,1634,,,,4436.71
,,,,,,,,,,,
,Development Bank,,,,,,,,,,
,,Outstanding,Paid up,Total,Share ,Traded ,No.of tr-,High,Low,Closing,Market
