Nepal Stock Exchange Limited,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name of the company,Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd.,789987,100,79,0.56,0.21,5,366,365,366,289.14
2,Rastriya Beema sasthan,574783,100,57.48,0.09,0.1,5,1200,1200,1200,689.74
3,Himalayan Ge. Insurance Co.,300000,100,30,0.27,0.05,6,170,170,170,51
4,United Insurance Co. Ltd,600000,100,60,0.62,0.06,5,102,102,102,61.2
5,Premier Insurance Co. (Nepal ) Ltd.,300000,100,30,0.06,0.01,4,200,200,200,60
6,Alliance Insurance Co. Ltd.,500000,100,50,0.14,0.02,2,110,110,110,55
7,Sagarmatha Insurance Company L,510000,100,51,0.11,0.01,7,130,130,130,66.3
8,Nepal Life Insurance Co. Ltd,2500000,100,250,4.59,0.73,129,164,150,150,375
9,Life Insurance Corp. Nepal Ltd,2500000,100,250,2.14,0.29,53,140,130,130,325
,,8574770,,857.48,8.58,1.48,216,,,,1972.37
,,,,,,,,,,,
,Manufact. & Processing,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Gorakhali Rubber Udyog Ltd.,3833400,75,287.51,0.4,0.01,4,32,31,32,122.67
2,Arun Vanaspati Udyog Ltd.,550343,100,55.03,0.03,0,1,58,58,58,31.92
3,Harisiddhi Bricks & Title Fact. Ltd.,18650000,10,186.5,4991,7.49,6,1.5,1.5,1.5,27.98
4,Nepal Lever Ltd,920700,100,92.07,1.57,2.31,17,1475,1450,1450,1335.02
5,Shree Bhrikuti Paper ( Nepal ) Ltd.,3500000,100,350,0.16,0.01,9,58,56,56,196
6,Himalayan Distillery Limited,4130000,100,413,0.11,0.01,4,100,100,100,413
,,31584443,,1384.11,4993.27,10,41,,,,2126.58
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Taragaon Regency Hotel Ltd.,7449875,100,744.99,0.41,0.02,7,43,42,42,312.89
2,Oriental Hotels Limited,5000000,100,500,3.54,0.16,31,47,45,47,235
,,12449875,,1244.99,3.95,0.18,38,,,,547.89
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Bishal Bazar Co. Ltd.,273000,100,27.3,0.16,0.24,2,1470,1470,1470,401.31
2,Nepal welfare Company Ltd.,41000,50,2.05,0.27,0.03,3,100,100,100,4.1
,,314000,,29.35,0.43,0.27,5,,,,405.41
,,,,,,,,,,,
        Other,,,,,,,,,,,
,,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,Name of the company,Equity,Value,up value, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,Necon Air Ltd,1792000,100,179.2,2.02,0.06,20,35,28,33,59.14
2,NCM Mutual Fund,1000000,10,10,2.9,0.03,8,11,10,10,10
,,2792000,,189.2,4.92,0.09,28,,,,69.14
,,,,,,,,,,,
,Development Banking,,,,,,,,,,
,,Outstanding,Paid up,Total Paid,Share,Traded,No.of tr-,High,Low,Closing,Market
,Name of the company,Equity,Value,up value,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Development Bank Limited,1600000,100,160,3.68,0.36,63,100,91,91,145.6
2,Development Credit Bank Ltd,1600000,100,160,2.62,0.52,75,208,185,190,304
3,Nirdhan Utthan Bank Ltd,100000,100,10,0.1,0.01,10,90,90,90,9
,,3300000,,330,6.4,0.89,148,,,,458.6
,,,,,,,,,,,
,,,,,,,,,,,
Nepal Stock Exchange Limited,,,,,,,,,,,
,,,Company wise Transactions,,,,,,,,
,,17th Sept. 2004 to 16th Oct. 2004,,,,,,,,,
,Commercial Banks,Ashwin 2061,,,,,,,,,
,,,,,Traded,,,,,,
,Name of the company,Outstanding,Paid up,Total Paid,Share,Traded,No.of tran-,High,Low,Closing,Market
,,Equity,Value,,Quantity,Amount Rs.,sactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,23.76,28.41,149,1206,1155,1155,5670.99
2,Nepal Investment Bank Ltd.,2952930,100,295.29,5.23,5.14,55,1000,975,985,2908.64
3,Standard Chartered Bank Nepal,3746404,100,374.64,5.54,9.89,96,1820,1765,1780,6668.6
4,Himalayan Bank Limited,5362500,100,536.25,6.24,5.64,79,925,875,875,4692.19
5,Nepal SBI Bank Limited,4316544,100,431.65,9.82,3.46,91,366,346,351,1515.11
6,Nepal Bangladesh Bank Limited,3600000,100,360,6.5,1.81,107,290,260,260,936
7,Everest Bank Limited,3150000,100,315,16.05,11.03,165,710,671,690,2173.5
8,Bank of Kathmandu Limited,4635809,100,463.58,33.9,9.84,138,301,285,287,1330.48
9,Nepal Ind. & Commercial Bank Ltd.,5000000,100,500,11.83,2.74,126,240,225,230,1150
10,Macha Puchchhre Bank Ltd,5500000,100,550,21.85,3.12,121,149,135,145,797.5
11,Laxmi Bank Limited,5500000,100,550,11.77,1.78,126,164,148,149,819.5
12,Kumari Bank Limited,5000000,100,500,451.3,102.56,13121,245,223,225,1125
13,Everest Bank Limited (Pre),1440000,100,144,1.7,0.18,7,104,104,104,149.76
,,55114137,,5511.41,605.49,185.6,14381,,,,29937.26
,,,,,,,,,,,
,Finance Group,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share, Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Finance & Saving Co. Ltd,200000,100,20,1,0.15,5,156,149,149,29.8
2,NIDC Capital Markets,600000,100,60,1.98,0.25,10,132,125,125,75
3,National Finance Co. Ltd.,420000,100,42,1.67,0.58,15,351,347,350,147
4,Nepal Share Markets & Fin. Ltd.,1200000,100,120,3.42,0.41,12,122,105,121,145.2
5,Annunapurna Finance Limited,200000,100,20,0.1,0.03,1,305,305,305,61
6,Kathmandu Finance Ltd,300000,100,30,1.23,0.23,6,190,180,180,54
7,Peoples Finance Ltd,426255,100,20,0.16,0.02,12,115,110,115,49.02
8,Union Finance Ltd,659965,100,60,0.28,0.04,18,130,129,130,85.8
9,Nepal Aawas Bikas Beeta Co. Ltd.,363675,100,36.37,1.23,0.21,19,174,165,174,63.28
10,Narayani Finance Ltd,298732,100,25.12,0.53,0.12,13,243,220,242,72.29
11,Ace Finance Co. Ltd,900000,100,90,0.13,0.02,5,180,180,180,162
12,Gorkha Finance Co. Ltd,250000,100,25,0.2,0.02,8,118,110,110,27.5
13,Universal Finance Ltd,375000,100,37.5,0.04,0,4,120,120,120,45
14,Nepal Housing & Merchant Fin. Ltd,450000,100,45,0.09,0.02,9,240,234,240,108
15,General Fiance Ltd,200000,100,20,0.31,0.05,4,150,150,150,30
16,Lalitpur Finance Co. Ltd,225000,100,22.5,0.2,0.04,8,223,223,223,50.18
17,Paschimanchal Finance Co. Ltd.,400000,100,40,0.07,0.02,2,220,220,220,88
18,Pokhara Finance Ltd,200000,100,20,0.06,0.02,4,374,340,374,74.8
19,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,2.21,0.22,39,101,100,100,60
20,Nepal Merchant Bank & Fin. Ltd.,2000000,50,100,3.27,0.65,65,202,195,200,400
21,Siddhartha Finance Ltd,200000,100,20,3.36,0.53,36,165,151,165,33
22,Alpic Everest Finance Ltd,400000,100,20,1.22,0.21,22,180,165,165,66
23,United Finance Limited,600000,100,60,3.29,0.37,49,113,105,113,67.8
24,International Leas & Finance Co. L,120000,100,12,15.43,1.99,220,135,116,125,15
25,Shree Investment & Finance Co. Lt,400000,100,40,0.13,0.02,6,171,168,168,67.2
26,Central Finance Co. Ltd.,200000,100,20,1.62,0.24,30,150,146,146,29.2
27,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,1.26,0.11,34,86,83,83,83
28,Premier Finance Co. Ltd,200000,100,20,0.07,0.01,7,126,122,126,25.2
29,Nawa Durga Finance Ltd.,200000,100,20,0.1,0.01,7,118,118,118,23.6
30,Butwal Finance Ltd,500000,100,50,1.66,0.2,58,123,120,121,60.5
31,Janaki Finance Co. Ltd,200000,100,20,2.13,0.4,27,200,190,190,38
32,Standard Finance Limited,600000,100,60,0.27,0.03,9,118,108,118,70.8
33,Om Finance Limited,200000,100,20,0.48,0.08,43,160,158,160,32
34,Cosmic Merchant & Finance Ltd.,600000,100,60,7.3,1.02,287,142,138,138,82.8
35,Fewa Finance Com. Limited,200000,100,20,0.1,0.02,5,165,165,165,33
,,15888627,,1426,56.6,8.34,1099,,,,2554.96
,,,,,,,,,,,
,Insurance Group,,,,,,,,,,
,Name of the company,Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd.,789987,100,79,3.27,1.2,6,366,360,366,289.14
2,Rastriya Beema sasthan,574783,100,57.48,0.62,0.74,10,1201,1200,1201,690.31
3,Himalayan Ge. Insurance Co.,300000,100,30,0.4,0.07,9,187,170,187,56.1
4,United Insurance Co. Ltd,600000,100,60,0.28,0.03,10,107,102,107,64.2
5,Everest Insurance Co.Ltd.,300000,100,30,0.16,0.05,8,333,290,290,87
6,Neco Insurance Com. Ltd.,500000,100,50,0.09,0.01,5,112,107,107,53.5
7,Alliance Insurance Co. Ltd.,500000,100,50,0.01,0,1,110,110,110,55
8,Sagarmatha Insurance Company L,510000,100,51,0.05,0.01,3,130,130,130,66.3
9,Nepal Life Insurance Co. Ltd,2500000,100,250,10.87,1.72,98,161,150,158,395
10,Life Insurance Corp. Nepal Ltd,2500000,100,250,1.54,0.2,60,134,130,132,330
,,9074770,,907.48,17.29,4.03,210,,,,2086.55
,,,,,,,,,,,
,Manufact. & Processing,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Bottlers Nepal Ltd. (Balaju),1948887,100,194.89,0.05,0.03,1,635,635,635,1237.54
2,Gorakhali Rubber Udyog Ltd.,3833400,75,287.51,0.1,0,1,33,33,33,126.5
3,Arun Vanaspati Udyog Ltd.,550343,100,55.03,0.01,0,1,56,56,56,30.82
4,Nepal Lever Ltd,920700,100,92.07,0.7,0.97,12,1405,1350,1350,1242.95
5,Shree Bhrikuti Paper ( Nepal ) Ltd.,3500000,100,350,0.05,0,5,55,55,55,192.5
,,10753330,,979.5,0.91,1,20,,,,2830.31
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Taragaon Regency Hotel Ltd.,7449875,100,744.99,0.78,0.03,13,44,38,38,283.1
2,Oriental Hotels Limited,5000000,100,500,10.38,0.47,44,47,43,45,225
3,Taragaon Regency Hotel Ltd. (Pre.),800000,100,,0.05,0,1,39,39,39,
,,13249875,,1244.99,11.21,0.5,58,,,,508.1
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Bishal Bazar Co. Ltd.,273000,100,27.3,0.05,0.07,1,1470,1470,1470,401.31
2,Nepal welfare Company Ltd.,41000,50,2.05,0.13,0.01,5,100,100,100,4.1
,,314000,,29.35,0.18,0.08,6,,,,405.41
,,,,,,,,,,,
        Other,,,,,,,,,,,
,,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,Name of the company,Equity,Value,up value, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,Necon Air Ltd,1792000,100,179.2,4.68,0.15,12,32,31,31,55.55
2,Nepal Film Dev. Co. Ltd.,446623,100,44.66,0.01,0,1,40,40,40,17.86
3,NCM Mutual Fund,1000000,10,10,4.5,0.05,9,10,10,10,10
,,3238623,,233.86,9.19,0.2,22,,,,83.42
,,,,,,,,,,,
,Development Banking,,,,,,,,,,
,,Outstanding,Paid up,Total Paid,Share,Traded,No.of tr-,High,Low,Closing,Market
,Name of the company,Equity,Value,up value,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Development Bank Limited,1600000,100,160,1.92,0.18,59,93,91,93,148.8
2,Development Credit Bank Ltd,1600000,100,160,4.43,0.86,100,198,190,195,312
3,Nirdhan Utthan Bank Ltd,100000,100,10,0.24,0.02,16,90,86,86,8.6
,,3300000,,330,6.59,1.06,175,,,,469.4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Nepal Stock Exchange Limited,,,,,,,,,,,
Company wise Transactions,,,,,,,,,,,
,,17th Oct. 2004 to 16 th Nov. 2004,,,,,,,,,
,Commercial Banks,"Kartik, 2061",,,,,,,,,
,,,,,Traded,,,,,,
,Name of the company,Outstanding,Paid up,Total Paid,Share,Traded,No.of tran-,High,Low,Closing,Market
,,Equity,Value,,Quantity,Amount Rs.,sactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,4.15,4.89,32,1190,1140,1190,5842.84
2,Nepal Investment Bank Ltd.,2952930,100,295.29,8.21,8.71,114,1150,985,1148,3389.96
3,Standard Chartered Bank Nepal,3746404,100,374.64,2.24,4,45,1795,1775,1780,6668.6
4,Himalayan Bank Limited,5250000,100,525,2.75,2.43,57,900,870,885,4646.25
5,Nepal SBI Bank Limited,4316544,100,431.65,3.23,1.13,30,354,345,349,1506.47
6,Nepal Bangladesh Bank Limited,3600000,100,360,2.25,0.61,48,277,260,265,954
7,Everest Bank Limited,3150000,100,315,5.38,3.64,102,690,625,635,2000.25
8,Bank of Kathmandu Limited,4635809,100,463.58,26.44,7.7,70,298,285,298,1381.47
9,Nepal Ind. & Commercial Bank Ltd.,5000000,100,500,3.47,0.77,45,230,217,219,1095
10,Macha Puchchhre Bank Ltd,5500000,100,550,14.06,2.05,62,147,145,146,803
11,Laxmi Bank Limited,5500000,100,550,41.25,6.26,539,158,150,152,836
12,Kumari Bank Limited,5500000,100,550,17.06,3.92,517,236,220,235,1292.5
13,Everest Bank Limited (Pre.),1440000,100,144,0.3,0.03,3,103,103,103,148.32
,,55501637,,5550.16,130.79,46.14,1664,,,,30564.67
,,,,,,,,,,,
,Finance Group,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share, Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Finance & Saving Co. Ltd,200000,100,20,0.06,0.01,1,150,150,150,30
2,NIDC Capital Markets,600000,100,60,0.34,0.04,5,126,125,126,75.6
3,Nepal Share Markets & Fin. Ltd.,1200000,100,120,0.05,0.01,1,121,121,121,145.2
4,Annunapurna Finance Limited,200000,100,20,0.04,0.01,1,300,300,300,60
5,Kathmandu Finance Ltd,300000,100,20,0.05,0.01,3,185,185,185,55.5
6,Peoples Finance Ltd,426255,100,20,6.3,0.66,6,110,105,105,44.76
7,Union Finance Ltd,659965,100,60,0.76,0.1,15,129,126,129,85.14
8,Citizen Investment Trust,400000,100,40,0.07,0.01,3,178,170,178,71.2
9,Nepal Aawas Bikas Beeta Co. Ltd.,363675,100,36.37,0.12,0.02,5,174,170,170,61.82
10,Narayani Finance Ltd,298732,100,25.12,0.04,0.01,2,180,180,180,53.77
11,Ace Finance Co. Ltd,900000,100,90,1.18,0.21,3,180,180,180,162
12,Gorkha Finance Co. Ltd,250000,100,25,1.9,0.22,15,115,113,113,28.25
13,Universal Finance Ltd,375000,100,37.5,0.07,0.01,6,121,117,117,43.88
14,General Fiance Ltd,200000,100,20,2,0.3,4,150,150,150,30
15,Lalitpur Finance Co. Ltd,225000,100,22.5,0.03,0.01,3,234,234,234,52.65
16,Pokhara Finance Ltd,200000,100,20,0.02,0.01,1,374,374,374,74.8
17,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,0.16,0.02,4,100,100,100,60
18,Nepal Merchant Bank & Fin. Ltd.,2000000,50,100,3.27,0.65,38,201,199,201,402
19,Siddhartha Finance Ltd,200000,100,20,0.13,0.02,3,165,165,165,33
20,Alpic Everest Finance Ltd,400000,100,20,0.38,0.06,17,170,162,162,64.8
21,Nepal Bangladesh Fin. Leasing Co.,300000,100,30,0.04,0,4,92,92,92,27.6
22,United Finance Limited,600000,100,60,1.66,0.19,44,115,115,115,69
23,International Leas & Finance Co. L,120000,100,12,4.45,0.57,78,130,125,130,15.6
24,Shree Investment & Finance Co. Lt,400000,100,40,0.04,0.01,4,170,170,170,68
25,Central Finance Co. Ltd.,200000,100,20,0.15,0.02,8,145,145,145,29
26,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,0.04,0,2,80,80,80,80
27,Premier Finance Co. Ltd,200000,100,20,0.13,0.02,5,120,120,120,24
28,Nawa Durga Finance Ltd.,200000,100,20,0.7,0.08,12,118,117,117,23.4
29,Butwal Finance Ltd,500000,100,50,0.14,0.02,14,117,117,117,58.5
30,Janaki Finance Co. Ltd,200000,100,20,0.26,0.05,16,190,190,190,38
31,Standard Finance Limited,600000,100,60,2.1,0.23,66,113,109,109,65.4
32,Om Finance Limited,200000,100,20,0.14,0.02,7,160,160,160,32
33,Cosmic Merchant & Finance Ltd.,600000,100,60,10.3,1.42,462,140,137,138,82.8
34,Fewa Finance Com. Limited,200000,100,20,2.96,0.52,166,183,160,183,36.6
,,15318627,,1359.49,40.08,5.54,1024,,,,2284.26
,,,,,,,,,,,
,Insurance Group,,,,,,,,,,
,Name of the company,Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Rastriya Beema sasthan,690474,100,69.05,0.05,0.06,1,1200,1200,1200,828.57
2,Himalayan Ge. Insurance Co.,300000,100,30,0.19,0.03,4,187,181,181,54.3
3,United Insurance Co. Ltd,600000,100,60,0.06,0.01,3,110,110,110,66
4,Premier Insurance Co. (Nepal ) Ltd.,300000,100,30,0.05,0.01,3,200,200,200,60
5,Nepal Life Insurance Co. Ltd,2500000,100,250,0.85,0.14,48,168,158,168,420
6,Life Insurance Corp. Nepal Ltd,2500000,100,250,1.61,0.22,53,140,132,140,350
,,6890474,,689.05,2.81,0.47,112,,,,1778.87
,,,,,,,,,,,
,Manufact. & Processing,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Lever Ltd,920700,100,92.07,1.85,2.71,2,1468,1415,1468,1351.59
,,920700,,92.07,1.85,2.71,2,,,,1351.59
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Taragaon Regency Hotel Ltd.,7449875,100,744.99,0.04,0,1,38,38,38,283.1
2,Oriental Hotels Limited,5000000,100,500,1.06,0.05,16,46,,,0
,,12449875,,1244.99,1.1,0.05,17,,,,283.1
,,,,,,,,,,,
,Development Banking,,,,,,,,,,
,,Outstanding,Paid up,Total Paid,Share,Traded,No.of tr-,High,Low,Closing,Market
,Name of the company,Equity,Value,up value,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Development Bank Limited,1600000,100,160,0.89,0.08,29,93,93,93,148.8
2,Development Credit Bank Ltd,1600000,100,160,0.87,0.17,21,195,192,192,307.2
,,3200000,,320,1.76,0.25,50,,,,456
,,,,,,,,,,,
        Other,,,,,,,,,,,
,,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,Name of the company,Equity,Value,up value, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,Necon Air Ltd,1792000,100,179.2,0.06,0,2,31,31,31,55.55
,,1792000,,179.2,0.06,0,2,,,,55.55
,,,,,,,,,,,
Nepal Stock Exchange Limited,,,,,,,,,,,
Company wise Transactions,,,,,,,,,,,
,,17th NOV. 2004 to 16 th DEC. 2004,,,,,,,,,
,Commercial Banks,MANGSIR 2061,,,,,,,,,
,,,,,Traded,,,,,,
,Name of the company,Outstanding,Paid up,Total Paid,Share,Traded,No.of tran-,High,Low,Closing,Market
,,Equity,Value,,Quantity,Amount Rs.,sactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,18.59,22.28,169,1206,1190,1206,5921.4
2,Nepal Investment Bank Ltd.,2952930,100,295.29,11.29,12.88,160,1160,1130,1140,3366.34
3,Standard Chartered Bank Nepal,3746404,100,374.64,7.93,14.43,115,1900,1730,1731,6485.03
4,Himalayan Bank Limited,5250000,100,525,7.03,6.49,93,941,885,925,4856.25
5,Nepal SBI Bank Limited,4316544,100,431.65,5.77,2,62,350,340,347,1497.84
6,Nepal Bangladesh Bank Limited,3600000,100,360,5.17,1.35,135,265,252,252,907.2
7,Everest Bank Limited,3150000,100,315,8.6,5.77,115,700,650,680,2142
8,Bank of Kathmandu Limited,4635809,100,463.58,44.63,12.9,190,305,280,290,1344.38
9,Nepal Ind. & Commercial Bank Ltd.,5000000,100,500,12.19,2.74,148,230,216,225,1125
10,Macha Puchchhre Bank Ltd,5500000,100,550,29.87,4.64,155,162,148,149,819.5
11,Laxmi Bank Limited,5500000,100,550,142.5,24.15,1444,197,152,168,924
12,Kumari Bank Limited,5000000,100,500,46.88,11.16,1441,252,228,235,1175
13,Lumbini Bank Limited,5000000,100,500,101.5,12.41,2555,137,120,122,610
14,Everest Bank Limited (Pre.),,100,,1,0.1,6,102,102,102,
,,58561637,,5856.16,442.95,133.3,6788,,,,31173.94
,,,,,,,,,,,
,Finance Group,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share, Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Finance & Saving Co. Ltd,200000,100,20,0.56,0.08,8,150,138,138,27.6
2,NIDC Capital Markets,600000,100,60,2.74,0.34,16,126,123,124,74.4
3,National Finance Co. Ltd.,360000,100,36,0.63,0.23,14,375,350,370,133.2
4,Nepal Share Markets & Fin. Ltd.,1200000,100,120,0.02,0,1,121,121,121,145.2
5,Annunapurna Finance Limited,200000,100,20,0.43,0.14,7,346,315,346,69.2
6,Kathmandu Finance Ltd,300000,100,20,0.73,0.14,22,186,185,185,55.5
7,Peoples Finance Ltd,426255,100,20,30.8,3.23,15,110,105,110,46.89
8,Union Finance Ltd,659965,100,60,10.21,1.32,81,141,128,141,93.06
9,Citizen Investment Trust,400000,100,40,0.05,0.01,3,194,185,190,76
10,Nepal Aawas Bikas Beeta Co. Ltd.,363675,100,36.37,0.42,0.07,6,175,170,175,63.64
11,Narayani Finance Ltd,298732,100,25.12,0.02,0,2,171,171,171,51.08
12,Ace Finance Co. Ltd,900000,100,90,0.35,0.07,3,189,180,189,170.1
13,Yeti Finance Co. Ltd,200000,100,20,0.04,0.01,1,200,200,200,38.2
14,Gorkha Finance Co. Ltd,250000,100,25,0.31,0.04,7,115,113,115,28.75
15,Samjhana Finance Co. Ltd,225000,100,22.5,0.03,0,3,119,109,109,27.9
16,Universal Finance Ltd,375000,100,37.5,0.01,0,1,117,117,117,43.88
17,Nepal Housing & Merchant Fin. Ltd,450000,100,45,0.15,0.04,10,240,240,240,108
18,Mahalaxmi Finance Ltd,495320,100,49.53,0.08,0.02,1,270,270,270,133.74
19,Lalitpur Finance Co. Ltd,225000,100,22.5,11.7,2.52,15,234,211,216,48.6
20,Goodwill Finance Co. Ltd,337500,95,32.06,0.08,0.01,2,180,180,180,60.75
21,Pokhara Finance Ltd,200000,100,20,0.04,0.01,1,374,374,374,74.8
22,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,1.68,0.17,12,101,100,100,60
23,Nepal Merchant Bank & Fin. Ltd.,2000000,50,100,2.61,0.53,40,203,195,200,400
24,Siddhartha Finance Ltd,200000,100,20,0.54,0.09,13,165,155,155,31
25,Alpic Everest Finance Ltd,400000,100,20,2.19,0.37,22,171,162,170,68
26,Nepal Bangladesh Fin. Leasing Co.,300000,100,30,0.02,0,2,92,92,92,27.6
27,United Finance Limited,600000,100,60,6.52,0.8,75,125,116,125,75
28,International Leas & Finance Co. L,120000,100,12,2.07,0.26,65,130,125,127,15.24
29,Shree Investment & Finance Co. Lt,400000,100,40,2.07,0.36,46,180,170,177,70.8
30,Central Finance Co. Ltd.,200000,100,20,0.75,0.12,31,160,145,160,32
31,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,2.78,0.21,203,79,74,76,76
32,Premier Finance Co. Ltd,200000,100,20,0.27,0.03,21,120,120,120,24
33,Nawa Durga Finance Ltd.,200000,100,20,1.61,0.19,13,115,115,115,23
34,Butwal Finance Ltd,500000,100,50,0.73,0.09,50,117,116,116,58
35,Janaki Finance Co. Ltd,200000,100,20,1,0.19,43,192,190,192,38.4
36,Om Finance Limited,200000,100,20,0.31,0.05,16,161,160,160,32
37,Cosmic Merchant & Finance Ltd.,600000,100,60,3.21,0.44,143,140,138,138,82.8
38,Fewa Finance Com. Limited,200000,100,20,29.43,5.38,2009,194,180,186,37.2
,,16586447,,1484.58,117.19,17.56,3023,,,,2721.52
,Insurance Group,,,,,,,,,,
,Name of the company,Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd.,789987,100,79,0.03,0.01,2,366,366,366,289.14
2,Rastriya Beema sasthan,690474,100,69.05,0.08,0.1,4,1200,1150,1200,828.57
3,National Life & Gen. Insurance,300000,100,30,0.62,0.18,10,288,270,288,86.4
4,Himalayan Ge. Insurance Co.,300000,100,30,0.15,0.03,3,183,181,183,54.9
5,United Insurance Co. Ltd,600000,100,60,0.05,0.01,1,112,112,112,67.2
