Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
155,Citizen Investment Trust,,,,,,CIT,64817125,,100,6481.71,4274157,9396.45,,78947,2700,1869,1975.72,2198.432464,231,128060.49,,
156,Emerging Nepal Limited,,,,,,ENL,5556000,,100,555.6,1380469,1709.11,,22922,1453.5,1022.1,1099.21,1238.0658,231,6107.21,,
157,Hathway Investment Nepal Limited,,,,,,HATHY,28314000,,50,1415.7,9503801,13525.68,,110192,1816,1004.2,1220.14,1423.186265,231,34547.04,,
158,Hydorelectricity Investment and Development Company Ltd,,,,,,HIDCL,245598134,,100,24559.81,86894859,24939.38,,272781,360,180,292.61,287.006367,231,71864.47,,
159,Nepal Infrastructure Bank Limited,,,,,,NIFRA,216000000,,100,21600,81690926,23588.72,,340333,366.6,224,281.63,288.755731,231,60832.08,,
160,NRN Infrastructure and Development Limited,,,,,,NRN,12843723,,100,1284.37,38578045,52716.24,,207577,2364.9,748,2279.19,1366.482874,231,29273.29,,
TOTAL,,,,,,,,583471353,,,56931.43,240714494,163659.98,,1206749,,,,,,358009.02,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Life Insurance,,,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million),,
161,Asian Life Insurance Co. Limited,,,,,,ALICL,50011593,,100,5001.16,11391937,8120.28,,55743,831,484.8,498.36,712.809409,231,24923.78,,
162,Citizen Life Insurance Company Limited,,,,,,CLI,50000000,,100,5000,15021311,9832.33,,201558,774.9,448.2,474.24,654.558946,231,23712,,
163,Crest Micro Life Insurance Limited,,,,,,CREST,7500000,,100,750,1690681,2939.49,,92853,2458.2,302.5,1364.36,1738.643946,65,10232.7,,
164,Guardian Micro Life Insurance Limited ,,,,,,GMLI,7500000,,100,750,4354177,9701.46,,146990,2778,301,2194.29,2228.081021,104,16457.17,,
165,Himalayan Life Insurance Limited,,,,,,HLI,91432374,,100,9143.24,26447543,12527.49,,163997,607,377.7,407.11,473.673151,231,37223.03,,
166,IME Life Insurance Company Limited,,,,,,ILI,50000000,,100,5000,10591317,5393.5,,183126,606,430.5,462.02,509.238091,231,23101,,
167,Life Insurance Corporation (Nepal) Limited,,,,,,LICN,55000000,,100,5500,7312170,9944.36,,68869,2475,830,889.23,1359.974306,231,48907.65,,
168,National Life Insurance Co. Ltd.,,,,,,NLICL,54727400,,100,5472.74,7114250,4603.18,,39731,776.1,551,623.58,647.036389,231,34126.91,,
169,Nepal Life Insurance Co. Ltd.,,,,,,NLIC,90287633,,100,9028.76,15913082,13183.43,,123260,1060,610.1,772.97,828.464877,231,69789.63,,
170,Prabhu Mahalaxmi Life Insurance Limited,,,,,,PMLI,51036480,,100,5103.65,6338311,3799.15,,82545,732.2,480.2,522.73,599.395258,231,26678.3,,
171,Reliable Nepal Life Insurance Limited,,,,,,RNLI,51968000,,100,5196.8,16594849,8811.11,,190331,600.1,430,476.68,530.954387,231,24772.11,,
172,Sanima Reliance Life Insurance Limited,,,,,,SRLI,50149240,,100,5014.92,18332435,9061.63,,154920,654,390,410.19,494.294833,231,20570.72,,
173,Sun Nepal Life Insurance Company Limited,,,,,,SNLI,50312320,,100,5031.23,11202186,7038.78,,167521,744.5,452,490.64,628.340085,231,24685.24,,
174,SuryaJyoti Life Insurance Company Limited,,,,,,SJLIC,50119478,,100,5011.95,13417030,6653,,123896,644,420,446.69,495.862007,231,22387.87,,
TOTAL,,,,,,,,710044518,,,71004.45,165721279,111609.18999999999,,1795340,,,,,,407568.11,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Manufacturing And Processing,,,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million),,
175,Arun Vanaspati Udhyog Limited,,,,,,AVU,550343,,100,55.03,0,0,,0,58,58,58,0,0,31.92,,
176,Birat Shoe Limited,,,,,,BSL,165000,,100,16.5,0,0,,0,28,28,28,0,0,4.62,,
177,Bottlers Nepal (Balaju) Limited,,,,,,BNL,1948887,,100,194.89,15078,276.16,,1112,22500,14900,17498,18315.356287,170,34101.62,,
178,Bottlers Nepal (Terai) Limited,,,,,,BNT,1210000,,100,121,84183,1234.56,,5701,18100,12050,12800,14665.235921,231,15488,,
179,Butwal Spinning Mills Limited,,,,,,BSM,1306693,,100,130.67,0,0,,0,18,18,18,0,0,23.52,,
180,Fleur Himalayan Limited,,,,,,FHL,262102,,75,19.66,0,0,,0,75,75,75,0,0,19.66,,
181,Ghorahi Cement Industry Limited,,,,,,GCIL,45676857,,100,4567.69,16320806,8827.94,,162082,668,465.2,514.49,540.901023,231,23500.29,,
182,Gorakhkali Rubber Udhyog Limited,,,,,,GRU,3833400,,75,287.5,0,0,,0,38,38,38,0,0,145.67,,
183,Harisiddhi Brick And Tiles Limited,,,,,,HBT,18650000,,10,186.5,0,0,,0,4,4,4,0,0,74.6,,
184,Himalayan Distillery Limited,,,,,,HDL,30734018,,100,3073.4,11803681,15915.34,,202271,1749,1136,1236.54,1348.336918,231,38003.84,,
185,Jyoti Sinning Mills Limited,,,,,,JSM,1270288,,100,127.03,0,0,,0,27,27,27,0,0,34.3,,
186,Nepal Bitumin And Barrel Udhyog Limited,,,,,,NBBU,210680,,100,21.07,0,0,,0,64,64,64,0,0,13.48,,
187,Nepal Khadya Udhyog Limited,,,,,,NKU,90000,,100,9,0,0,,0,32,32,32,0,0,2.88,,
188,Nepal Lube Oil Limited,,,,,,NLO,729641,,100,72.96,540,0.14,,40,293.2,237.42,293.2,267.706296,22,213.93,,
189,Nepal Vanaspati Ghee Udhyog Limited,,,,,,NVG,101250,,100,10.13,0,0,,0,300,300,300,0,0,30.38,,
190,Om Megashree Pharmaceuticals Limited,,,,,,OMPL,6000000,,100,600,1136827,1773.39,,70522,2167.2,270,1517.76,1559.948299,51,9106.56,,
191,Raghupati Jute Mills Limited,,,,,,RJM,1806966,,100,180.7,0,0,,0,100,100,100,0,0,180.7,,
192,Sarbottam Cement Limited,,,,,,SARBTM,49755000,,100,4975.5,13991401,11742.34,,103930,1060,696.8,865.81,839.254084,231,43078.38,,
193,SHIVAM CEMENTS LTD,,,,,,SHIVM,54568085,,100,5456.81,43705072,26316.26,,221160,779.9,495,535.04,602.132797,231,29196.11,,
194,Shree Bhrikuti Pulp And Paper Limited,,,,,,SBPP,3500000,,100,350,0,0,,0,50,50,50,0,0,175,,
195,Shree Ram Sugar Mills Limited,,,,,,SRS,3045990,,100,304.6,0,0,,0,338,338,338,0,0,1029.54,,
196,Sonapur Minerals And Oil Limited,,,,,,SONA,30750500,,100,3075.05,23612948,12019.49,,242012,624,425,464.11,509.020993,231,14271.61,,
197,Unilever Nepal Limited,,,,,,UNL,920700,,100,92.07,20000,960.84,,1692,56805.8,43800,46340,48041.769625,220,42665.24,,
TOTAL,,,,,,,,257086400,,,23927.76,110690536,79066.45999999999,,1010522,,,,,,251391.85000000003,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Microfinance,,,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million),,
198,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,,,,,ACLBSL,3671435,,100,367.14,1338440,1563.6,,24951,1491,965,1087.41,1168.227024,231,3992.36,,
199,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,,,,,,ANLB,783433,,100,78.34,562115,2555.39,,16092,6735,2616.7,5530.06,4546.032249,231,4332.43,,
200,Asha Laghubitta Bittiya Sanstha Ltd,,,,,,ALBSL,7330463,,100,733.05,1908944,1844.41,,33285,1177,771,895.81,966.191736,231,6566.7,,
201,Aviyan Laghubitta Bittiya Sanstha Limited,,,,,,AVYAN,2500000,,100,250,1892204,2034.42,,31102,1306.8,832,1065.12,1075.158732,231,2662.8,,
202,Chhimek Laghubitta Bittiya Sanstha Limited,,,,,,CBBL,32153459,,100,3215.35,5717213,5563.43,,61622,1155,821.5,1035.98,973.102362,231,33310.34,,
203,CYC Nepal Laghubitta Bittiya Sanstha Limited,,,,,,CYCL,2664244,,100,266.42,1610540,2644.15,,40186,1958,1448,1775.76,1641.778053,231,4731.06,,
204,Deprosc Laghubitta Bittiya Sanstha Limited,,,,,,DDBL,18682860,,100,1868.29,3815602,3500.86,,35444,1099,759,882.25,917.51127,231,16482.95,,
205,Dhaulagiri Laghubitta Bittiya Sanstha Limited,,,,,,DLBS,1331000,,100,133.1,822990,1313.26,,20378,2250,1200.1,1518.53,1595.712773,231,2021.16,,
206,First Micro Finance Laghubitta Bittiya Sanstha Limited,,,,,,FMDBL,13448714,,100,1344.87,10169455,8217.76,,58962,1004,680.2,799.08,808.082526,231,10746.6,,
207,Forward Microfinance Laghubitta Bittiya Sanstha Limited,,,,,,FOWAD,11959538,,100,1195.95,1258702,1749.93,,21199,1739,1059.3,1293.86,1390.263612,231,15473.97,,
208,Ganapati Laghubitta Bittiya Sanstha Limited,,,,,,GMFBS,1515546,,100,151.55,1164275,2082.81,,20338,2327,1397,1645.1,1788.935934,231,2493.22,,
209,Global IME Laghubitta Bittiya Sanstha Ltd.,,,,,,GILB,6189002,,100,618.9,1521851,2049.56,,21356,1549,1118.2,1320.74,1346.757879,231,8174.06,,
210,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,,,,,,GBLBS,9825000,,100,982.5,3300856,2822.04,,36628,987,667.1,849.92,854.943206,231,8350.46,,
211,Gurans Laghubitta Bittiya Sanstha Limited,,,,,,GLBSL,1158495,,100,115.85,1422529,3497.99,,31628,3486,1560,2213.44,2458.994356,231,2564.26,,
212,Himalayan Laghubitta Bittiya Sanstha Limited,,,,,,HLBSL,3198182,,100,319.82,2674416,2891.73,,32929,1447,817,1015.3,1081.256043,231,3247.11,,
213,Infinity Laghubitta Bittiya Sanstha Limited,,,,,,ILBS,4974160,,100,497.42,1554895,1639.83,,24027,1342.3,795.2,915.94,1054.624388,231,4556.03,,
214,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,,,,,,JALPA,0,,100,0,0,0,,0,1442.1,1442.1,100,0,0,0,,
215,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,,,,,,JSLBB,1700919,,100,170.09,894555,1405.12,,13859,1860.4,1216.2,1384.29,1570.750434,231,2354.57,,
216,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,,,,,,JBLB,15361716,,100,1536.17,1914337,2961.38,,50067,1920,1270.7,1497.27,1546.949883,231,23000.64,,
217,Kalika Laghubitta Bittiya Sanstha Ltd,,,,,,KMCDB,4076925,,100,407.69,1767056,1968.4,,26191,1280,950.6,1059.5,1113.942377,231,4319.5,,
218,Laxmi Laghubitta Bittiya Sanstha Ltd.,,,,,,LLBS,4416621,,100,441.66,951370,1127.33,,10369,1428,990,1121.15,1184.950012,231,4951.69,,
219,Mahila Lagubitta Bittiya Sanstha Limited ,,,,,,MLBSL,2175625,,100,217.56,841438,1916.9,,19885,2648.7,1950,2355.15,2278.125725,231,5123.92,,
220,Mahuli Laghubitta Bittiya Sanstha Limited,,,,,,MSLB,3699237,,100,369.92,926451,1354.1,,28631,1851,1130.2,1296.01,1461.602241,231,4794.25,,
221,Manakamana Smart Laghubitta Bittiya Sanstha Limited,,,,,,MKLB,0,,100,0,0,0,,0,1169,1169,100,0,0,0,,
222,Manushi Laghubitta Bittiya Sanstha Limited,,,,,,MLBS,1093750,,100,109.38,1143662,2191.63,,24886,2530,1311,1660.98,1916.330926,231,1816.7,,
223,Matribhumi Lagubitta Bittiya Sanstha Limited,,,,,,MATRI,6283574,,100,628.36,790734,1097.82,,19461,1716,1070,1204.85,1388.355208,212,7570.76,,
224,Mero Microfinance Bittiya Sanstha Ltd.,,,,,,MERO,14190000,,100,1419,5455620,4375.02,,43968,980,648,846.53,801.928565,231,12012.26,,
225,Mithila LaghuBitta Bittiya Sanstha Limited,,,,,,MLBBL,2239332,,100,223.93,1967059,3228.86,,24459,2019,1360,1598.84,1641.465037,231,3580.33,,
226,Nadep Laghubittiya bittya Sanstha Ltd.,,,,,,NADEP,4857600,,100,485.76,1887375,1893.82,,21215,1190,775,912.82,1003.413693,231,4434.11,,
227,National Laghubitta Bittiya Sanstha Limited,,,,,,NMFBS,13316087,,100,1331.61,1657682,2335.18,,19584,1727,1161,1400.05,1408.704998,231,18643.19,,
228,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,,,,,,NMLBBL,13977643,,100,1397.76,4866980,3798.46,,44106,988,608.2,700.35,780.455033,231,9789.24,,
229,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,,,,,,NESDO,2913375,,100,291.34,846618,1875.72,,20531,2641,1470.5,1716.78,2215.544916,231,5001.62,,
230,NIC ASIA Laghubitta Bittiya Sanstha Limited,,,,,,NICLBSL,17394400,,100,1739.44,3184012,2384.55,,56334,907,602,684.2,748.912536,231,11901.25,,
231,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,,,,,,NUBL,26120798,,100,2612.08,4790721,3567.74,,37099,930.2,650,768.71,744.719253,231,20079.32,,
232,NMB  Microfinance Bittiya Sanstha Ltd.,,,,,,NMBMF,7214492,,100,721.45,1871520,1434.19,,19058,918,646.8,745.13,766.323906,231,5375.73,,
233,RSDC Laghubitta Bittiya Sanstha Ltd.,,,,,,RSDC,10340645,,100,1034.06,4623681,3426.65,,37888,890,638,701.19,741.108199,231,7250.76,,
234,Sabaiko Laghubitta Bittiya Sanstha Limited,,,,,,SABSL,0,,100,0,0,0,,0,1045,1045,100,0,0,0,,
235,Samaj Laghubittya Bittiya Sanstha Limited,,,,,,SAMAJ,228500,,100,22.85,305252,932.27,,13255,4181,2092,2400,3054.085995,231,548.4,,
236,Samata Gharelu Laghubitta Bittiya Sanstha Limited,,,,,,SMATA,6290516,,100,629.05,1775047,1643.97,,36091,1271,734.1,945.78,926.156112,231,5949.44,,
237,Sampada Laghubitta Bittiya Sanstha Limited,,,,,,SMPDA,7008584,,100,700.86,1897032,1885.55,,28859,1278.9,826,1039.52,993.947705,209,7285.56,,
238,Samudayik Laghubitta Bittiya Sanstha Limited,,,,,,SLBSL,1708050,,100,170.81,1878120,3464.1,,31159,3047,1180,1522.82,1844.449564,231,2601.05,,
239,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,,,,,,SKBBL,43126217,,100,4312.62,5398393,4929.83,,50360,1105,780,884.41,913.203908,231,38141.26,,
240,Shrijanshil Laghubitta Bittiya Sanstha Limited,,,,,,SHLB,1093750,,100,109.38,931241,2123.52,,22943,2907,1715,2005.34,2280.314344,231,2193.34,,
241,Support Microfinance Bittiya Sanstha Ltd.,,,,,,SMB,1224436,,100,122.44,1047834,2722.36,,26604,4026.2,1690,2308.96,2598.08367,231,2827.17,,
242,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,,,,,,SWMF,11062866,,100,1106.29,1581108,1408.26,,22192,1214.8,676,759.81,890.680993,231,8405.68,,
243,Swabalamban Laghubitta Bittiya Sanstha Limited,,,,,,SWBBL,16566250,,100,1656.63,3973272,3886.33,,28027,1232,782.4,881.44,978.118805,231,14602.16,,
244,Swabhimaan Laghubitta Bittiya Sanstha Limited,,,,,,SMFBS,1534455,,100,153.45,976761,1846.43,,15928,2426.4,1398.5,1824,1890.35734,231,2798.85,,
245,Swarojgar Laghubitta Bittiya Sanstha Ltd.,,,,,,SLBBL,7839246,,100,783.92,4825092,4759.64,,43220,1250,780,1021.03,986.434773,231,8004.11,,
246,Unique Nepal Laghubitta Bittiya Sanstha Limited,,,,,,UNLB,1485750,,100,148.57,1035487,2636.28,,24198,3223,1935.9,2311.38,2545.931846,231,3434.13,,
247,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,,,,,,USLB,2468660,,100,246.87,1586163,2775.49,,26248,2076,1320,1831.03,1749.812415,231,4520.19,,
248,Upakar Laghubitta Bittiya Sanstha Limited,,,,,,ULBSL,1061482,,100,106.15,1156758,4172.11,,23469,6600,1985,3389.5,3606.728215,231,3597.89,,
249,Vijaya laghubitta Bittiya Sanstha Ltd.,,,,,,VLBS,7450404,,100,745.04,1323860,1249.01,,15094,1174,770,886.19,943.464553,231,6602.47,,
250,Wean Nepal Laghubitta Bittiya Sanstha Limited,,,,,,WNLB,843406,,100,84.34,1077202,2820.16,,28730,4271,1431,2162.5,2618.043061,231,1823.87,,
TOTAL,,,,,,,,383750842,,,38375.08,111884520,131569.35,,1464095,,,,,,395040.92,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Non Life Insurance,,,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million),,
251,Himalayan Everest Insurance Limited,,,,,,HEI,25001574,,100,2500.16,7664113,5200.34,,40887,810,547.4,616.36,678.530627,231,15409.97,,
252,IGI Prudential insurance Limited,,,,,,IGI,30293347,,100,3029.33,12034424,7530.03,,68475,760,510,556.99,625.707789,231,16873.09,,
253,Neco Insurance Limited,,,,,,NIL,26915325,,100,2691.53,4150394,3661.73,,33927,1050,663.5,710.36,882.261868,231,19119.57,,
254,Nepal Insurance Co. Ltd.,,,,,,NICL,25485751,,100,2548.58,6624128,6407.8,,46825,1162,570,645.18,967.341936,231,16442.9,,
255,Nepal Micro Insurance Company Limited,,,,,,NMIC,7500000,,100,750,1604899,3066.26,,93608,2703.3,302.3,1559.4,1910.562373,67,11695.5,,
256,NLG Insurance Company Ltd.,,,,,,NLG,25652247,,100,2565.22,13089834,13864.1,,67102,1382,738.1,779.28,1059.150272,231,19990.28,,
257,Prabhu Insurance Ltd.,,,,,,PRIN,14414881,,100,1441.49,5161633,4949.24,,33756,1113,806,921.26,958.851022,231,13279.85,,
258,Rastriya Beema Company Limited,,,,,,RBCL,2666365,,100,266.64,138065,2314.35,,9932,22493.9,13450,15110,16762.729317,231,40288.78,,
259,Sagarmatha Lumbini Insurance Co. Limited,,,,,,SALICO,26226382,,100,2622.64,3532360,2731.24,,22614,926,650,726.09,773.204854,231,19042.71,,
260,Sanima GIC Insurance Limited,,,,,,SGIC,21500000,,100,2150,15358976,10629.24,,110635,817.1,525,609.99,692.053919,231,13114.78,,
261,Shikhar Insurance Co. Ltd.,,,,,,SICL,29230990,,100,2923.1,5174927,4413.71,,41244,1120,708.7,773.53,852.902506,231,22611.05,,
262,Siddhartha Premier Insurance Limited,,,,,,SPIL,28065499,,100,2806.55,6386229,5696.49,,35753,1076,778,840.35,891.99659,231,23584.84,,
263,United Ajod Insurance Limited,,,,,,UAIL,23100000,,100,2310,7160390,4896.84,,48748,837.3,560,571.56,683.878578,231,13203.04,,
TOTAL,,,,,,,,286052361,,,28605.24,88080372,75361.36999999998,,653506,,,,,,244656.36,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million),,
264,Himalayan Reinsurance Limited,,,,,,HRL,108680000,,100,10868,69620592,64209.96,,631123,1156,575,922.78,922.28396,231,100287.73,,
265,Muktinath Krishi Company Limited,,,,,,MKCL,7000000,,100,700,2713970,4279.37,,54057,1926,1230.1,1495.41,1576.794048,231,10467.87,,
266,Nepal Doorsanchar Company Limited,,,,,,NTC,180000000,,100,18000,9287191,8985.45,,93773,1214,835,877.27,967.510484,231,157908.6,,
267,Nepal Film Development Company Limited,,,,,,NFD,491285,,100,49.13,0,0,,0,34,34,34,0,0,16.7,,
268,Nepal Reinsurance Company Limited,,,,,,NRIC,134221871,,100,13422.19,33577169,37820.17,,191318,1389.9,686.1,1260.11,1126.365564,231,169134.32,,
269,Nepal Republic Media Limited,,,,,,NRM,9675000,,100,967.5,15280916,7804.8,,129660,645,402,454.49,510.754577,231,4397.19,,
270,Nepal Warehousing Company Limited ,,,,,,NWCL,6875000,,100,687.5,2829629,2949.17,,49006,1264,835,922.39,1042.245065,231,6341.43,,
271,Pure Energy Limited,,,,,,PURE,8000000,,100,800,786624,782.84,,50626,1327.9,289.3,871.71,995.186896,35,6973.68,,
TOTAL,,,,,,,,454943156,,,45494.32,134096091,126831.76,,1199563,,,,,,455527.52,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Promotor Share,,,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million),,
272,Aarambha Chautari Laghubitta Bittiya Sanstha Limited Promoter Share,,,,,,ACLBSLP,0,,100,,8359,4.65,,1,556,240.1,556,556,1,0,,
273,Asha Laghubitta Bittiya Sanstha Ltd Promoter Share,,,,,,ALBSLP,3339140,,100,333.91,211631,96.46,,23,542,442,442,455.811022,5,0,,
274,Asian Life Insurance Co. Ltd Promoter Share,,,,,,ALICLP,100000,,100,10,532000,146.53,,3,388,312,388,275.424812,2,0,,
275,Best Finance Co. Limited Promoter Share,,,,,,BFCPO,145460,,100,14.55,470220,101.55,,10,350,188,324,215.956166,6,0,,
276,Chhimek Laghubitta Bittiya Sanstha Limited Promoter,,,,,,CBBLPO,4255340,,100,425.53,246980,96.97,,5,526,391.25,391.25,392.613976,2,0,,
277,Citizens Bank Internatioal Limited Promoter Share,,,,,,CZBILP,10000,,100,1,1023247,115.51,,9,123,102,111,112.888415,7,0,,
278,CYC Nepal Laghubitta Bittiya Sanstha Limited Promoter,,,,,,CYCLP,0,,100,,8000,6.91,,3,0,864,864,864,1,0,,
279,Excel Development Bank Ltd. Promoter Share,,,,,,EDBLPO,100000,,100,10,8704,3.55,,2,408,172,408,408,1,0,,
280,First Micro Finance Laghubitta Bittiya Sanstha Limited Promoter Share,,,,,,FMDBLP,2300000,,100,230,211915,59.44,,3,370,280.5,280.5,280.5,2,0,,
281,Garima Bikas Bank Limited Promoter Share,,,,,,GBBLPO,100000,,100,10,919950,188.24,,61,218,193.4,198.31,204.618265,25,0,,
282,Global IME Bank Ltd. Promoter Share,,,,,,GBIMEP,100000,,100,10,3387217,395.47,,60,122,94.79,114,116.753915,27,0,,
283,Global IME Laghubitta Bittiya Sanstha Ltd. Promoter Share,,,,,,GILBPO,565000,,100,56.5,2000,1.39,,2,695,621,695,695,1,0,,
284,Guheyshwori Merchant & Finance Ltd. Promoter Share,,,,,,GMFILP,100000,,100,10,5000,1.32,,1,264,213,264,264,1,0,,
285,Gurkhas Finance  Ltd. Promoter Share,,,,,,GUFLPO,198000,,100,19.8,16788,6.68,,8,474,331,331,397.918274,4,0,,
286,Himalayan Bank Ltd. Promoter,,,,,,HBLPO,90817407,,100,9081.74,2053563,269.94,,18,133,125,133,131.451294,8,0,,
287,Himalayan Everest Insurance Limited Promoter,,,,,,HEIP,2675044,,100,267.5,2618290,1069.43,,5435,563,342.2,375.01,408.444821,228,0,,
288,Himalayan Life Insurance Limited Promoter Share,,,,,,HLIPO,4881600,,100,488.16,1498902,354.41,,28,261,221.5,221.5,236.449131,13,0,,
289,Hydorelectricity Investment and Development Company Limited Promoter,,,,,,HIDCLP,33000000,,100,3300,118237192,22064.49,,160860,231,103,210.56,186.612105,231,0,,
290,ICFC Finance Limited Promotor Share,,,,,,ICFCPO,2223340,,100,222.33,200,0.07,,2,369,260,369,369,1,0,,
291,IGI Prudential insurance Limited Promoter Share,,,,,,IGIPO,1000000,,100,100,95000,19.77,,3,340,310,340,208.052631,3,0,,
292,Infinity Laghubitta Bittiya Sanstha Limited Promoter Share,,,,,,ILBSP,0,,100,,103444,50.73,,31,565,358,439.4,490.432565,13,0,,
293,Janaki Finance Limited Promoter Share,,,,,,JFLPO,240000,,100,24,3000,1.05,,3,349,305,349,349,1,0,,
294,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd Promoter,,,,,,JBLBP,6084000,,100,608.4,457310,250.91,,168,100,100,100,548.659115,14,0,,
295,Jyoti Bikash  Bank Ltd. Promoter Share,,,,,,JBBLPO,100000,,100,10,215885,41.05,,14,204,144,187,190.148947,10,0,,
296,Kalika Laghubitta Bittiya Sanstha Ltd Promoter Share,,,,,,KMCDBP,500000,,100,50,32748,11.71,,4,589,336,589,357.712837,3,0,,
297,Kamana Sewa Bikas Bank Limited Promoter Share,,,,,,KSBBLP,2300000,,100,230,345793,51.02,,14,192.8,110,169,147.538329,13,0,,
298,Kumari Bank Limited Promotor Share,,,,,,KBLPO,5250000,,100,525,2233589,225.74,,45,115,100,111,101.06544,21,0,,
299,Laxmi Sunrise Bank Limited Promoter Share,,,,,,LSLPO,4717008,,100,471.7,15841062,1612.03,,96,145,100,100,101.762833,30,0,,
300,Lumbini Bikas Bank Ltd. Promoter Share,,,,,,LBBLPO,6800000,,100,680,15000,3.92,,1,261,216,261,261,1,0,,
301,MachhaPuchhre  Bank Limited Promotor Share,,,,,,MBLPO,5751559,,100,575.16,9548696,957.14,,15,113,100,100,100.238252,5,0,,
302,Mahalxmi Bikas Bank Ltd. Promotor Share,,,,,,MLBLPO,100000,,100,10,160000,24.8,,7,155,155,155,155,3,0,,
303,Mahila Lagubitta Bittiya Sanstha Limited Promoter,,,,,,MLBSLP,2175625,,100,217.56,2000,1.4,,2,0,100,100,700.75,1,0,,
304,Mahuli Laghubitta Bittiya Sanstha Limited Promoter,,,,,,MSLBP,1154804,,100,115.48,71072,60.13,,24,946.7,658,658,846.053063,9,0,,
305,Matribhumi Lagubitta Bittiya Sanstha Limited Promoter,,,,,,MATRIP,200000,,100,20,61203,47.67,,7,798,545,766.5,778.811411,7,0,,
