Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
162,Nepal Life Insurance Co. Ltd.,,,,,,NLIC,82079666,,100,8207.97,11355259,7958.14,,110961,836.4,570,744,700.833029,236,61067.27
163,Prabhu Life Insurance Limited,,,,,,PLI,21960000,,100,2196,2220361,1162.02,,34318,660,357,587,523.347512,128,12890.52
164,Reliance Life Insurance Limited,,,,,,RLI,0,,100,0,609052,256.12,,11498,495,310,100,420.525968,59,0
165,Sanima Reliance Life Insurance Limited,,,,,,SRLI,41840000,,100,4184,3127646,1566.79,,52525,619.9,311.5,556,500.949885,101,23263.04
166,SuryaJyoti Life Insurance Company Limited,,,,,,SJLIC,45455721,,100,4545.57,5784371,3080.02,,42815,646,379,610,532.473487,113,27727.99
167,Union Life Insurance Company Limited,,,,,,ULI,0,,100,0,655637,281.82,,18552,525.9,355,100,429.839035,63,0
TOTAL,,,,,,,,379740895,,,37974.09,47280504,30153.920000000002,,430498,,,,,,262704.81
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Manufacturing And Processing,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million)
168,Arun Vanaspati Udhyog Limited,,,,,,AVU,550343,,100,55.03,0,0,,0,58,58,58,0,0,31.92
169,Birat Shoe Limited,,,,,,BSL,165000,,100,16.5,0,0,,0,28,28,28,0,0,4.62
170,Bottlers Nepal (Balaju) Limited,,,,,,BNL,1948887,,100,194.89,92,0.2,,9,2311.9,1941.9,2311.9,2138.602173,4,4505.63
171,Bottlers Nepal (Terai) Limited,,,,,,BNT,1210000,,100,121,52931,682.37,,2754,14880,11152,13800,12891.646033,225,16698
172,Butwal Spinning Mills Limited,,,,,,BSM,1306693,,100,130.67,0,0,,0,18,18,18,0,0,23.52
173,Fleur Himalayan Limited,,,,,,FHL,262102,,75,19.66,0,0,,0,75,75,75,0,0,19.66
174,Gorakhkali Rubber Udhyog Limited,,,,,,GRU,3833400,,75,287.5,0,0,,0,38,38,38,0,0,145.67
175,Harisiddhi Brick And Tiles Limited,,,,,,HBT,18650000,,10,186.5,0,0,,0,4,4,4,0,0,74.6
176,Himalayan Distillery Limited,,,,,,HDL,24295666,,100,2429.57,5404769,15153.22,,155994,4323,1806.6,2248,2803.675075,236,54616.66
177,Jyoti Sinning Mills Limited,,,,,,JSM,1270288,,100,127.03,0,0,,0,27,27,27,0,0,34.3
178,Nepal Bitumin And Barrel Udhyog Limited,,,,,,NBBU,210680,,100,21.07,0,0,,0,64,64,64,0,0,13.48
179,Nepal Khadya Udhyog Limited,,,,,,NKU,90000,,100,9,0,0,,0,32,32,32,0,0,2.88
180,Nepal Lube Oil Limited,,,,,,NLO,486163,,100,48.62,435,0.11,,17,284.2,227.36,261,255.422298,12,126.89
181,Nepal Vanaspati Ghee Udhyog Limited,,,,,,NVG,101250,,100,10.13,0,0,,0,300,300,300,0,0,30.38
182,Raghupati Jute Mills Limited,,,,,,RJM,1806966,,100,180.7,0,0,,0,100,100,100,0,0,180.7
183,SHIVAM CEMENTS LTD,,,,,,SHIVM,44000000,,100,4400,35280800,20441.97,,225591,864,389.8,651.5,579.407781,236,28666
184,Shree Bhrikuti Pulp And Paper Limited,,,,,,SBPP,3500000,,100,350,0,0,,0,50,50,50,0,0,175
185,Shree Ram Sugar Mills Limited,,,,,,SRS,3045990,,100,304.6,0,0,,0,338,338,338,0,0,1029.54
186,Unilever Nepal Limited,,,,,,UNL,920700,,100,92.07,34204,776.81,,2268,37838,16556.7,32998,22711.061858,220,30381.26
TOTAL,,,,,,,,107654128,,,8984.54,40773231,37054.68,,386633,,,,,,136760.71
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Microfinance,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million)
187,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,,,,,,ACLBSL,3671435,,100,367.14,312356,223.5,,9366,977.1,530,647,715.530708,236,2375.42
188,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,,,,,,ANLB,623380,,100,62.34,112272,239.06,,7025,2651,403.8,2363.9,2129.270279,51,1473.61
189,Adarsha Laghubitta Bittiya Sanstha Limited,,,,,,ADLB,0,,100,0,67629,110.32,,4022,2705,256.8,6700000,1631.184778,135,0
190,Adhikhola Laghubitta Bittiya Sanstha Limited,,,,,,AKBSL,0,,100,0,211968,313.09,,6729,1907,847,100,1477.084285,50,0
191,Asha Laghubitta Bittiya Sanstha Ltd,,,,,,ALBSL,3816160,,100,381.62,405667,391.09,,9343,1392,649,785,964.063804,236,2995.69
192,Aviyan Laghubitta Bittiya Sanstha Limited,,,,,,AVYAN,2500000,,100,250,724233,508.04,,30031,963,316,699,701.49044,181,1747.5
193,BPW Laghubitta Bittiya Sanstha Limited,,,,,,BPW,300000,,100,30,28064,35.27,,2173,1710,233.1,1120,1256.601952,45,336
194,Chhimek Laghubitta Bittiya Sanstha Limited,,,,,,CBBL,28354020,,100,2835.4,2917101,2987.97,,56618,1303,727,1000,1024.292978,236,28354.02
195,CYC Nepal Laghubitta Bittiya Sanstha Limited,,,,,,CYCL,2664244,,100,266.42,272991,533.29,,14807,2734.8,1168,1410,1953.508003,67,3756.58
196,Deprosc Laghubitta Bittiya Sanstha Limited,,,,,,DDBL,15510883,,100,1551.09,1937401,1743.31,,32784,1178,606.7,826,899.820114,236,12811.99
197,Dhaulagiri Laghubitta Bittiya Sanstha Limited,,,,,,DLBS,1031000,,100,103.1,172157,185.32,,8998,1662,177.7,749,1076.487165,151,772.22
198,First Micro Finance Laghubitta Bittiya Sanstha Limited,,,,,,FMDBL,11477460,,100,1147.75,4375361,2929.58,,36596,781,497.2,736.3,669.563176,236,8450.85
199,Forward Microfinance Laghubitta Bittiya Sanstha Limited,,,,,,FOWAD,10555639,,100,1055.56,1421342,3009.82,,39887,2950,1071.2,1321,2117.588847,236,13944
200,Ganapati Laghubitta Bittiya Sanstha Limited,,,,,,GMFBS,1515546,,100,151.55,110734,98.25,,3114,1165,650,810.9,887.258107,235,1228.96
201,Ghodighoda Laghubitta Bittiya Sanstha Ltd.,,,,,,GGBSL,0,,100,0,0,0,,0,830,830,100,0,0,0
202,Global IME Laghubitta Bittiya Sanstha Ltd.,,,,,,GILB,6189002,,100,618.9,691784,694.79,,14110,1475,665.1,1061,1004.345214,236,6566.53
203,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,,,,,,GBLBS,9825000,,100,982.5,1477514,985.6,,17534,900,427,633,667.068885,236,6219.23
204,Gurans Laghubitta Bittiya Sanstha Limited,,,,,,GLBSL,1014000,,100,101.4,129820,118.81,,3353,1191,661.5,738,915.188373,227,748.33
205,Himalayan Laghubitta Bittiya Sanstha Limited,,,,,,HLBSL,3198182,,100,319.82,504130,422.15,,8136,1018,524.9,754,837.37369,236,2411.43
206,Infinity Laghubitta Bittiya Sanstha Limited,,,,,,ILBS,4974160,,100,497.42,446185,375.98,,10141,1113.8,545.1,715,842.654789,236,3556.52
207,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,,,,,,JALPA,1828000,,100,182.8,772369,2223.52,,27957,3770,1425,1615.1,2878.829913,236,2952.4
208,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,,,,,,JSLBB,1700919,,100,170.09,235152,335.43,,7292,2135,833.1,1020,1426.424719,235,1734.94
209,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,,,,,,JBLB,11820342,,100,1182.03,1266036,2946,,54853,2990.6,1353,1600.1,2326.944454,236,18913.73
210,Kalika Laghubitta Bittiya Sanstha Ltd,,,,,,KMCDB,3723219,,100,372.32,399184,367.92,,8441,1210,551,736,921.689609,236,2740.29
211,Khaptad Laghubitta Bittiya Sanstha Limited,,,,,,KLBS,400000,,100,40,68258,81.81,,4229,1870,303.2,836,1198.562965,142,334.4
212,Kisan Lagubitta Bittiya Sanstha Limited,,,,,,KLBSL,5043665,,100,504.37,106723,84.17,,2748,1045.7,539,709,788.714658,229,3575.96
213,Laxmi Laghubitta Bittiya Sanstha Ltd.,,,,,,LLBS,4416621,,100,441.66,348833,373.25,,5318,1506,624,893,1069.986163,235,3944.04
214,Mahila Lagubitta Bittiya Sanstha Limited ,,,,,,MLBSL,2175625,,100,217.56,281465,908.31,,13702,4329.6,1700,2100,3227.094465,234,4568.81
215,Mahuli Laghubitta Bittiya Sanstha Limited,,,,,,MSLB,3223787,,100,322.38,129662,132.23,,3447,1319,658.6,869.9,1019.776402,231,2804.37
216,Manakamana Smart Laghubitta Bittiya Sanstha Limited,,,,,,MKLB,1484784,,100,148.48,136348,119.46,,5622,1199,598.1,756.9,876.122253,236,1123.83
217,Manushi Laghubitta Bittiya Sanstha Limited,,,,,,MLBS,1093750,,100,109.38,166113,168.21,,6417,1350.3,630,788,1012.601698,235,861.88
218,Mero Microfinance Bittiya Sanstha Ltd.,,,,,,MERO,13200000,,100,1320,1112976,817.62,,17456,990,493,661,734.624602,236,8725.2
219,Mirmire Laghubitta Bittya Sanstha Limited,,,,,,MMFDB,6533829,,100,653.38,534647,458.65,,8983,1240,550,709,857.852588,236,4632.48
220,Mithila LaghuBitta Bittiya Sanstha Limited,,,,,,MLBBL,1960028,,100,196,221589,235.12,,4326,1415,675.1,1044,1061.041021,236,2046.27
221,Nadep Laghubittiya bittya Sanstha Ltd.,,,,,,NADEP,4857600,,100,485.76,895921,598.2,,13521,883.1,481.1,608.2,667.694667,142,2954.39
222,National Microfinance Laghubitta Bittiya Sanstha Limited,,,,,,NMFBS,6746763,,100,674.68,698177,1363.58,,19435,2580,1101,1366,1953.057006,203,9216.08
223,Naya Sarathi Laghubitta Bittiya Sanstha Limited,,,,,,NSLB,3610404,,100,361.04,299501,239.73,,5051,1030,526.4,693.5,800.443518,232,2503.82
224,Nerude Laghubitta Bittiya Sanstha Limited,,,,,,NLBBL,7320000,,100,732,1082956,889.54,,12492,1100,534,688,821.401175,236,5036.16
225,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,,,,,,NESDO,2550000,,100,255,1756147,4969.22,,52996,3759,1892.1,2044,2829.616369,236,5212.2
226,NIC ASIA Laghubitta Bittiya Sanstha Limited,,,,,,NICLBSL,17394400,,100,1739.44,1686446,1216.77,,33018,975,516,729,721.497635,236,12680.52
227,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,,,,,,NUBL,26120798,,100,2612.08,2154598,1786.17,,30631,1154,512.1,765,829.003165,236,19982.41
228,NMB  Microfinance Bittiya Sanstha Ltd.,,,,,,NMBMF,7214493,,100,721.45,687533,463.98,,10017,910,472.1,640,674.843772,236,4617.28
229,Rastra Utthan Laghubitta Sanstha Limited,,,,,,RULB,2600000,,100,260,581616,541.45,,19705,1424.9,582.2,755,930.936471,233,1963
230,RMDC Laghubitta Bittiya Sanstha Ltd.,,,,,,RMDC,15637436,,100,1563.74,1726609,1560.03,,20896,1182,651,775,903.524921,196,12119.01
231,RSDC Laghubitta Bittiya Sanstha Ltd.,,,,,,RSDC,8695683,,100,869.57,1347601,778.63,,19478,693,450,613.1,577.788555,236,5331.32
232,Sabaiko Laghubitta Bittiya Sanstha Limited,,,,,,SABSL,3186000,,100,318.6,245514,217.71,,6803,1200,566,730,886.768031,236,2325.78
233,Sadhana Laghubitta Bittiya Sanstha Limited,,,,,,SDLBSL,3822584,,100,382.26,205112,178.59,,6943,1190,596,741,870.711792,236,2832.53
234,Samata Gharelu Laghubitta Bittiya Sanstha Limited,,,,,,SMATA,3941559,,100,394.16,224572,176.01,,4778,963,552,702.7,783.759144,234,2769.73
235,Samudayik Laghubitta Bittiya Sanstha Limited,,,,,,SLBSL,1452000,,100,145.2,116938,138.37,,3680,1740,728,949,1183.309916,236,1377.95
236,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,,,,,,SKBBL,19711614,,100,1971.16,1593004,1697.6,,22021,1325,755,899,1065.65817,196,17720.74
237,Shrijanshil Laghubitta Bittiya Sanstha Limited,,,,,,SHLB,1093750,,100,109.38,272580,501.2,,15112,2485.2,906,1187,1838.716643,134,1298.28
238,Summit Laghubitta Bittiya Sanstha Limited,,,,,,SMFDB,5610000,,100,561,528939,570.68,,7001,1443,749,967,1078.919394,203,5424.87
239,Support Microfinance Bittiya Sanstha Ltd.,,,,,,SMB,952380,,100,95.24,61894,72.28,,2279,1546,812,955.8,1167.740241,226,910.28
240,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,,,,,,SWMF,9107825,,100,910.78,1127375,892.82,,16790,1001,539.1,733,791.94566,236,6676.04
241,Swabalamban Laghubitta Bittiya Sanstha Limited,,,,,,SWBBL,12904955,,100,1290.5,2572381,2688.81,,23163,1407,686.1,900.6,1045.261503,236,11622.2
242,Swabhimaan Laghubitta Bittiya Sanstha Limited,,,,,,SMFBS,1461386,,100,146.14,80286,100.98,,3047,1862,788.5,1150,1257.757242,234,1680.59
243,Swarojgar Laghu Bitta Bikas Bank Ltd.,,,,,,SLBBL,6272011,,100,627.2,1262776,1045.35,,14964,1115,523,705,827.816785,236,4421.77
244,Unique Nepal Laghubitta Bittiya Sanstha Limited,,,,,,UNLB,1485750,,100,148.57,104796,141.45,,7929,2135.1,989.4,1318,1349.805362,92,1958.22
245,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,,,,,,USLB,2290207,,100,229.02,121537,111.1,,3224,1159.9,659,836.5,914.15492,234,1915.76
246,Upakar Laghubitta Bittiya Sanstha Limited,,,,,,ULBSL,1061482,,100,106.15,354849,1064.88,,14759,3951.4,1225,1382.2,3000.952166,236,1467.18
247,Vijaya laghubitta Bittiya Sanstha Ltd.,,,,,,VLBS,3840000,,100,384,266964,221.87,,5775,1140,561,713,831.087718,232,2737.92
248,Wean Nepal Laghubitta Bittiya Sanstha Limited,,,,,,WNLB,792113,,100,79.21,95005,92.61,,3290,1157.8,694,805,974.747094,232,637.65
TOTAL,,,,,,,,347557873,,,34755.79,44249691,49476.549999999974,,884356,,,,,,306101.1600000001
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Non Life Insurance,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million)
249,Ajod Insurance Limited,,,,,,AIL,10000000,,100,1000,840910,401.31,,12667,610.5,344,451,477.229981,110,4510
250,Everest Insurance Co. Ltd.,,,,,,EIC,0,,100,0,0,0,,0,500,500,100,0,0,0
251,General Insurance Company Nepal Ltd,,,,,,GIC,0,,100,0,0,0,,0,370,370,100,0,0,0
252,Himalayan Everest Insurance Limited,,,,,,HEI,23015350,,100,2301.53,8522575,3976.99,,36556,635,345,600,466.641816,215,13809.21
253,IGI Prudential insurance Limited,,,,,,IGI,30293347,,100,3029.33,10988997,5368.84,,60529,615,335,560,488.565191,221,16964.27
254,Lumbini General Insurance Co. Ltd.,,,,,,LGIL,0,,100,0,819466,436.2,,4356,570,382,100,532.297972,27,0
255,Neco Insurance Limited,,,,,,NIL,20123607,,100,2012.36,2615625,2089.33,,27013,946,660,891.1,798.788185,236,17932.15
256,Nepal Insurance Co. Ltd.,,,,,,NICL,14947655,,100,1494.77,4371808,2644.3,,32398,907,385.1,820,604.853151,236,12257.08
257,NLG Insurance Company Ltd.,,,,,,NLG,14592759,,100,1459.28,3289789,2313.36,,21174,940,438,840,703.194529,236,12257.92
258,Prabhu Insurance Ltd.,,,,,,PRIN,13761223,,100,1376.12,2167193,1335.61,,13367,772,378,747,616.285762,145,10279.63
259,Prudential Insurance Co. Ltd.,,,,,,PICL,0,,100,0,2120765,901.29,,12527,520,330,100,424.98182,191,0
260,Rastriya Beema Company Limited,,,,,,RBCL,2666365,,100,266.64,87395,1242.47,,6405,17140,12200,16099,14216.685313,236,42925.81
261,Sagarmatha Lumbini Insurance Co. Limited,,,,,,SALICO,26226382,,100,2622.64,1628700,1163.92,,10119,957,551.4,748,714.629331,69,19617.33
262,Sanima GIC Insurance Limited,,,,,,SGIC,20000000,,100,2000,2492257,1352.99,,27987,710.9,365,649.9,542.876079,115,12998
263,Shikhar Insurance Co. Ltd.,,,,,,SICL,26549472,,100,2654.95,3237993,2651.76,,40462,1010,682,845,818.952941,236,22434.3
264,Siddhartha Insurance Ltd.,,,,,,SIL,0,,100,0,383570,232.37,,3421,722.9,470,100,605.806712,57,0
265,Siddhartha Premier Insurance Limited,,,,,,SPIL,28065499,,100,2806.55,2798077,1932.88,,19306,817,500.1,778.5,690.79027,124,21848.99
266,United Ajod Insurance Limited,,,,,,UAIL,10795680,,100,1079.57,1960679,824.62,,12029,518.9,326,518.9,420.57918,202,5601.88
TOTAL,,,,,,,,241037339,,,24103.74,48325799,28868.24,,340316,,,,,,213436.57
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million)
267,Nepal Doorsanchar Company Limited,,,,,,NTC,180000000,,100,18000,10879822,9470.95,,102078,1007.7,758,906.9,870.505578,236,163242
268,Nepal Film Development Company Limited,,,,,,NFD,491285,,100,49.13,0,0,,0,34,34,34,0,0,16.7
269,Nepal Reinsurance Company Limited,,,,,,NRIC,128135438,,100,12813.54,8448139,6460.91,,88431,927,565,740,764.772923,236,94820.22
TOTAL,,,,,,,,308626723,,,30862.67,19327961,15931.86,,190509,,,,,,258078.92
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Preference Shares,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million)
270,Everest Bank Limited Con. Pref.,,,,,,EBLCP,0,,100,0,412,0.2,,12,510,475,100,494.69466,7,0
TOTAL,,,,,,,,0,,,0,412,0.2,,12,,,,,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Promotor Share,,,,,,,,,,,,,,,,,,,,,
S.N.,SECURITY NAME,,,,,,SYMBOL,LISTED UNITS,,FACE VALUE,PAID UP CAPITAL     (Rs. in million),TOTAL TRADED QUANTITY,TOTAL TRADED VALUE (Rs. in million),,TOTAL TRADES,HIGH PRICE,LOW PRICE,CLOSE PRICE,AVERAGE PRICE,NO. OF TRADING DAYS,MARKET CAPITALIZATION          (Rs. in million)
271,Aarambha Chautari Laghubitta Bittiya Sanstha Limited Promoter Share,,,,,,ACLBSLP,0,,100,,23767,10.39,,1,437,437,437,437,1,0
272,Asha Laghubitta Bittiya Sanstha Ltd Promoter Share,,,,,,ALBSLP,3339140,,100,333.91,222515,107.42,,16,685,685,685,482.768127,4,0
273,Asian Life Insurance Co. Ltd Promoter Share,,,,,,ALICLP,100000,,100,10,139267,46.54,,3,340.1,274,340.1,334.167151,3,0
274,Best Finance Co. Limited Promoter Share,,,,,,BFCPO,145460,,100,14.55,66437,12.17,,2,188,183,188,183.225777,2,0
275,Century Commercial Bank Ltd. Promoter Share,,,,,,CCBLPO,0,,100,0,17852,1.84,,1,103,103,100,103,1,0
276,Citizens Bank Internatioal Limited Promoter Share,,,,,,CZBILP,10000,,100,1,801564,91.5,,15,153,100,100,114.153457,9,0
277,Civil Bank Ltd Promoter Share,,,,,,CBLPO,0,,100,0,158105,20.55,,23,130,121,100,130,4,0
278,Deprosc LaghuBitta Promoter Share,,,,,,DDBLPO,50000,,100,5,119000,52.36,,1,440,440,440,440,1,0
279,Excel Development Bank Ltd. Promoter Share,,,,,,EDBLPO,100000,,100,10,27718,4.77,,1,172,172,172,172,1,0
280,First Micro Finance Laghubitta Bittiya Sanstha Limited Promoter Share,,,,,,FMDBLP,2300000,,100,230,108620,31.72,,3,292,292,292,292,3,0
281,Garima Bikas Bank Limited Promoter Share,,,,,,GBBLPO,100000,,100,10,790483,161.44,,153,207,198,198,204.231059,9,0
282,Global IME Bank Ltd. Promoter Share,,,,,,GBIMEP,100000,,100,10,3192283,348.94,,49,123.4,102.9,103,109.308046,29,0
283,Global IME Laghubitta Bittiya Sanstha Ltd. Promoter Share,,,,,,GILBPO,565000,,100,56.5,6000,3.73,,3,621,621,621,621,2,0
284,Grameen Bikas Laghubitta Bittiya Sanstha Ltd. Promoter Share,,,,,,GBLBSP,5575000,,100,557.5,274982,103.94,,1,564,564,564,378,1,0
285,Green Development Bank Ltd. Promoter Share,,,,,,GRDBLP,1000000,,100,100,7000,1.03,,4,153,135,153,147.857142,3,0
286,Guheyshwori Merchant & Finance Ltd. Promoter Share,,,,,,GMFILP,100000,,100,10,200,0.04,,2,213,213,213,213,1,0
287,Gurkhas Finance  Ltd. Promoter Share,,,,,,GUFLPO,198000,,100,19.8,62195,17.52,,29,289,255,289,281.74604,3,0
288,Himalayan Everest Insurance Limited Promoter,,,,,,HEIP,2675044,,100,267.5,2042288,616.71,,1634,460,214.2,460,301.969051,178,0
289,Himalayan Laghubitta Bittiya Sanstha Limited Promoter,,,,,,HLBSLP,1000000,,100,100,21000,8.78,,3,418,418,418,418,1,0
290,Hydorelectricity Investment and Development Company Limited Promoter,,,,,,HIDCLP,100000,,100,10,16598931,1769.84,,21284,126.4,95,102.8,106.62347,203,0
291,ICFC Finance Limited Promotor Share,,,,,,ICFCPO,2223340,,100,222.33,32006,7.06,,2,223,219,219,220.500468,2,0
292,Infinity Laghubitta Bittiya Sanstha Limited Promoter Share,,,,,,ILBSP,0,,100,,118733,59.93,,11,524,380,380,504.718822,10,0
293,Janaki Finance Limited Promoter Share,,,,,,JFLPO,240000,,100,24,1500,0.36,,1,237,237,237,237,1,0
294,Jyoti Bikash  Bank Ltd. Promoter Share,,,,,,JBBLPO,100000,,100,10,458255,74.38,,27,165,157,157,162.311005,13,0
295,Kalika Laghubitta Bittiya Sanstha Ltd Promoter Share,,,,,,KMCDBP,500000,,100,50,20150,9.51,,9,488,415,415,471.811414,5,0
296,Kamana Sewa Bikas Bank Limited Promoter Share,,,,,,KSBBLP,2300000,,100,230,318586,52.86,,36,186,156,156,165.928578,7,0
297,Kisan Lagubitta Bittiya Sanstha Limited Promoter Share,,,,,,KLBSLP,200000,,100,20,39500,25.16,,29,671,384,384,636.974683,6,0
298,Kumari Bank Limited Promotor Share,,,,,,KBLPO,5250000,,100,525,4283605,482.3,,66,125.5,100,113.7,112.591067,44,0
299,Laxmi Bank Limited Promoter Share,,,,,,LBLPO,4717008,,100,471.7,125000,12.91,,2,109,100,100,103.283128,2,0
300,Lumbini Bikas Bank Ltd. Promoter Share,,,,,,LBBLPO,6800000,,100,680,140133,34.44,,24,248,182,182,245.73929,6,0
301,MachhaPuchhre  Bank Limited Promotor Share,,,,,,MBLPO,5751559,,100,575.16,247663,31.51,,2,136,136,136,127.230696,2,0
302,Mahalxmi Bikas Bank Ltd. Promotor Share,,,,,,MLBLPO,100000,,100,10,229827,41,,9,211,174.7,174.7,178.375538,7,0
303,Mahuli Laghubitta Bittiya Sanstha Limited Promoter,,,,,,MSLBP,1154804,,100,115.48,20271,3.95,,16,560,381,388,194.876079,6,0
304,Mega  Bank Nepal Ltd. Promoter Share,,,,,,MEGAPO,0,,100,0,395524,49.04,,29,124,120,100,124,5,0
305,Mero Microfinance Bittiya Sanstha Ltd. Promoter Share,,,,,,MEROPO,2000000,,100,200,130540,54.13,,6,519,226,226,414.68546,4,0
306,Mirmire Laghubitta Bittya Sanstha Limited Promoter,,,,,,MMFDBP,200000,,100,20,87535,39.4,,14,576,359,359,450.135431,7,0
307,Miteri Development Bank Ltd. Promoter Share,,,,,,MDBPO,10000,,100,1,143030,25.83,,10,196,160.9,196,180.608602,6,0
308,Mithila LaghuBitta Bikas Bank Ltd. Promoter Share,,,,,,MLBBLP,282900,,100,28.29,2254,1.86,,5,1260,1260,1260,825,1,0
309,Muktinath Bikas Bank Ltd. Promoter Share,,,,,,MNBBLP,2000000,,100,200,644440,152.73,,51,237,237,237,237,25,0
310,Multipurpose Finance Company  Limited Promoter Share,,,,,,MPFLPO,250000,,100,25,10000,1.81,,1,181,130.4,181,181,1,0
311,NABIL Bank Limited Promotor Share,,,,,,NABILP,10571415,,100,1057.14,178589,64.83,,10,474,474,474,363.000352,2,0
312,Narayani Development Bank Limited Promoter,,,,,,NABBCP,100000,,100,10,184314,38.22,,8,217,202,217,207.371268,6,0
313,National Life Insurance Co. Ltd. Promoter Share,,,,,,NLICLP,200000,,100,20,51805,14.3,,5,311.7,293.5,293.5,276.03456,4,0
314,National Microfinance Laghubitta Bittiya Sanstha Limited Promoter,,,,,,NMFBSP,1000000,,100,100,75360,62.9,,17,1152,1115,1115,834.666242,5,0
315,Naya Sarathi Laghubitta Bittiya Sanstha Limited Promoter Share,,,,,,NSLBP,200000,,100,20,10831,3.97,,1,367,367,367,367,1,0
316,Neco Insurace Co. Ltd. Promoter,,,,,,NILPO,1352216,,100,135.22,1000,0.41,,1,407,86.58,407,407,1,0
317,Nepal Credit & Commercial Bank Ltd. Promoter Share,,,,,,NCCBPO,0,,100,0,2644303,315.36,,18,123.4,119.38,100,119.259547,5,0
318,Nepal Insurance Co. Ltd Promoter Share,,,,,,NICLPO,2872093,,100,287.21,364540,118.48,,62,366,366,366,325.009601,10,0
319,Nepal Investment Mega Bank Ltd. Promoter Share,,,,,,NIMBPO,183075408,,100,18307.54,1591311,276.65,,1666,242,107.1,153.9,173.84971,111,0
320,NIC Asia Bank Limted Promoter Share,,,,,,NICAP,5148000,,100,514.8,275741,103.02,,10,393,331.3,331.3,373.601766,7,0
321,NIC ASIA Laghubitta Bittiya Sanstha Limited Promoter Share,,,,,,NICLBSLP,0,,100,,394160,195.16,,8,525,494.7,504.2,495.117551,5,0
322,NMB Bank Limited Promoter Share,,,,,,NMBPO,8579999,,100,858,297696,42.98,,9,134,131.4,131.4,144.369929,9,0
323,Pokhara Finance Company Limited Promoter Share,,,,,,PFLPO,1862078,,100,186.21,37610,7.97,,1,212,212,212,212,1,0
